subject,fs_default_index,name,side,region_type,strength
046,1,L.caudalanteriorcingulate,L,cortex,80262.0
046,2,L.caudalmiddlefrontal,L,cortex,249745.0
046,3,L.cuneus,L,cortex,185869.0
046,4,L.entorhinal,L,cortex,14299.0
046,5,L.fusiform,L,cortex,185284.0
046,6,L.inferiorparietal,L,cortex,360711.0
046,7,L.inferiortemporal,L,cortex,213648.0
046,8,L.isthmuscingulate,L,cortex,101649.0
046,9,L.lateraloccipital,L,cortex,347554.0
046,10,L.lateralorbitofrontal,L,cortex,149451.0
046,11,L.lingual,L,cortex,217178.0
046,12,L.medialorbitofrontal,L,cortex,99840.0
046,13,L.middletemporal,L,cortex,268006.0
046,14,L.parahippocampal,L,cortex,37894.0
046,15,L.paracentral,L,cortex,135429.0
046,16,L.parsopercularis,L,cortex,163680.0
046,17,L.parsorbitalis,L,cortex,85026.0
046,18,L.parstriangularis,L,cortex,126753.0
046,19,L.pericalcarine,L,cortex,92177.0
046,20,L.postcentral,L,cortex,333462.0
046,21,L.posteriorcingulate,L,cortex,111546.0
046,22,L.precentral,L,cortex,505934.0
046,23,L.precuneus,L,cortex,240346.0
046,24,L.rostralanteriorcingulate,L,cortex,91798.0
046,25,L.rostralmiddlefrontal,L,cortex,250245.0
046,26,L.superiorfrontal,L,cortex,733919.0
046,27,L.superiorparietal,L,cortex,359690.0
046,28,L.superiortemporal,L,cortex,222991.0
046,29,L.supramarginal,L,cortex,235043.0
046,30,L.transversetemporal,L,cortex,25512.0
046,31,L.insula,L,cortex,119070.0
046,32,L.Cerebellum-Cortex,L,cerebellum,341473.0
046,33,L.Thalamus-Proper,L,subcortical,379206.0
046,34,L.Caudate,L,subcortical,182603.0
046,35,L.Putamen,L,subcortical,280007.0
046,36,L.Pallidum,L,subcortical,132929.0
046,37,L.Hippocampus,L,subcortical,96653.0
046,38,L.Amygdala,L,subcortical,15690.0
046,39,L.Accumbens-area,L,subcortical,19861.0
046,40,R.Thalamus-Proper,R,subcortical,345951.0
046,41,R.Caudate,R,subcortical,189322.0
046,42,R.Putamen,R,subcortical,354308.0
046,43,R.Pallidum,R,subcortical,131554.0
046,44,R.Hippocampus,R,subcortical,107234.0
046,45,R.Amygdala,R,subcortical,33753.0
046,46,R.Accumbens-area,R,subcortical,26527.0
046,47,R.caudalanteriorcingulate,R,cortex,95186.0
046,48,R.caudalmiddlefrontal,R,cortex,271421.0
046,49,R.cuneus,R,cortex,195043.0
046,50,R.entorhinal,R,cortex,5866.0
046,51,R.fusiform,R,cortex,166375.0
046,52,R.inferiorparietal,R,cortex,383537.0
046,53,R.inferiortemporal,R,cortex,201841.0
046,54,R.isthmuscingulate,R,cortex,90066.0
046,55,R.lateraloccipital,R,cortex,303629.0
046,56,R.lateralorbitofrontal,R,cortex,137861.0
046,57,R.lingual,R,cortex,204415.0
046,58,R.medialorbitofrontal,R,cortex,66063.0
046,59,R.middletemporal,R,cortex,269893.0
046,60,R.parahippocampal,R,cortex,37465.0
046,61,R.paracentral,R,cortex,126042.0
046,62,R.parsopercularis,R,cortex,154507.0
046,63,R.parsorbitalis,R,cortex,62908.0
046,64,R.parstriangularis,R,cortex,111049.0
046,65,R.pericalcarine,R,cortex,77361.0
046,66,R.postcentral,R,cortex,244101.0
046,67,R.posteriorcingulate,R,cortex,103765.0
046,68,R.precentral,R,cortex,475026.0
046,69,R.precuneus,R,cortex,299287.0
046,70,R.rostralanteriorcingulate,R,cortex,53149.0
046,71,R.rostralmiddlefrontal,R,cortex,296869.0
046,72,R.superiorfrontal,R,cortex,818411.0
046,73,R.superiorparietal,R,cortex,398236.0
046,74,R.superiortemporal,R,cortex,242920.0
046,75,R.supramarginal,R,cortex,200588.0
046,76,R.transversetemporal,R,cortex,11496.0
046,77,R.insula,R,cortex,127097.0
046,78,R.Cerebellum-Cortex,R,cerebellum,329655.0
