subject,fs_default_index,name,side,region_type,strength
077,1,L.caudalanteriorcingulate,L,cortex,79992.0
077,2,L.caudalmiddlefrontal,L,cortex,201523.0
077,3,L.cuneus,L,cortex,147329.0
077,4,L.entorhinal,L,cortex,19225.0
077,5,L.fusiform,L,cortex,133897.0
077,6,L.inferiorparietal,L,cortex,384682.0
077,7,L.inferiortemporal,L,cortex,152883.0
077,8,L.isthmuscingulate,L,cortex,102358.0
077,9,L.lateraloccipital,L,cortex,338479.0
077,10,L.lateralorbitofrontal,L,cortex,150603.0
077,11,L.lingual,L,cortex,145831.0
077,12,L.medialorbitofrontal,L,cortex,83006.0
077,13,L.middletemporal,L,cortex,261140.0
077,14,L.parahippocampal,L,cortex,27698.0
077,15,L.paracentral,L,cortex,111691.0
077,16,L.parsopercularis,L,cortex,120862.0
077,17,L.parsorbitalis,L,cortex,54862.0
077,18,L.parstriangularis,L,cortex,158889.0
077,19,L.pericalcarine,L,cortex,84877.0
077,20,L.postcentral,L,cortex,268924.0
077,21,L.posteriorcingulate,L,cortex,111702.0
077,22,L.precentral,L,cortex,439597.0
077,23,L.precuneus,L,cortex,279898.0
077,24,L.rostralanteriorcingulate,L,cortex,64511.0
077,25,L.rostralmiddlefrontal,L,cortex,292854.0
077,26,L.superiorfrontal,L,cortex,709864.0
077,27,L.superiorparietal,L,cortex,339410.0
077,28,L.superiortemporal,L,cortex,258058.0
077,29,L.supramarginal,L,cortex,227344.0
077,30,L.transversetemporal,L,cortex,36383.0
077,31,L.insula,L,cortex,136441.0
077,32,L.Cerebellum-Cortex,L,cerebellum,356706.0
077,33,L.Thalamus-Proper,L,subcortical,371724.0
077,34,L.Caudate,L,subcortical,227954.0
077,35,L.Putamen,L,subcortical,315313.0
077,36,L.Pallidum,L,subcortical,178150.0
077,37,L.Hippocampus,L,subcortical,94906.0
077,38,L.Amygdala,L,subcortical,35296.0
077,39,L.Accumbens-area,L,subcortical,11916.0
077,40,R.Thalamus-Proper,R,subcortical,315051.0
077,41,R.Caudate,R,subcortical,191805.0
077,42,R.Putamen,R,subcortical,335033.0
077,43,R.Pallidum,R,subcortical,190413.0
077,44,R.Hippocampus,R,subcortical,90109.0
077,45,R.Amygdala,R,subcortical,30265.0
077,46,R.Accumbens-area,R,subcortical,22937.0
077,47,R.caudalanteriorcingulate,R,cortex,80529.0
077,48,R.caudalmiddlefrontal,R,cortex,240172.0
077,49,R.cuneus,R,cortex,129230.0
077,50,R.entorhinal,R,cortex,18626.0
077,51,R.fusiform,R,cortex,156213.0
077,52,R.inferiorparietal,R,cortex,370794.0
077,53,R.inferiortemporal,R,cortex,209193.0
077,54,R.isthmuscingulate,R,cortex,100441.0
077,55,R.lateraloccipital,R,cortex,313036.0
077,56,R.lateralorbitofrontal,R,cortex,144461.0
077,57,R.lingual,R,cortex,139542.0
077,58,R.medialorbitofrontal,R,cortex,67982.0
077,59,R.middletemporal,R,cortex,246255.0
077,60,R.parahippocampal,R,cortex,29351.0
077,61,R.paracentral,R,cortex,110898.0
077,62,R.parsopercularis,R,cortex,165327.0
077,63,R.parsorbitalis,R,cortex,74779.0
077,64,R.parstriangularis,R,cortex,121302.0
077,65,R.pericalcarine,R,cortex,79128.0
077,66,R.postcentral,R,cortex,263661.0
077,67,R.posteriorcingulate,R,cortex,141595.0
077,68,R.precentral,R,cortex,467719.0
077,69,R.precuneus,R,cortex,346292.0
077,70,R.rostralanteriorcingulate,R,cortex,80403.0
077,71,R.rostralmiddlefrontal,R,cortex,314431.0
077,72,R.superiorfrontal,R,cortex,806348.0
077,73,R.superiorparietal,R,cortex,304397.0
077,74,R.superiortemporal,R,cortex,265318.0
077,75,R.supramarginal,R,cortex,176454.0
077,76,R.transversetemporal,R,cortex,23720.0
077,77,R.insula,R,cortex,183826.0
077,78,R.Cerebellum-Cortex,R,cerebellum,336324.0
