subject,roi_name,region_type,L_index,R_index,L_strength,R_strength,side_ai,log_ai
005,Accumbens-area,subcortical,39,46,21339.0,24045.0,-0.05962453728186145,-0.11939069031013817
005,Amygdala,subcortical,38,45,25862.0,33276.0,-0.12536778382765734,-0.2520617065479814
005,Caudate,subcortical,34,41,214744.0,219790.0,-0.011612439993188105,-0.023225924019625324
005,Cerebellum-Cortex,cerebellum,32,78,373659.0,381365.0,-0.010206298077941893,-0.020413304983500285
005,Hippocampus,subcortical,37,44,94606.0,108146.0,-0.06678109217171717,-0.13376126705332597
005,Pallidum,subcortical,36,43,163940.0,165914.0,-0.005984465854590212,-0.011969074596685579
005,Putamen,subcortical,35,42,294055.0,331923.0,-0.06049413877165012,-0.12113618963395476
005,Thalamus-Proper,subcortical,33,40,381936.0,381557.0,0.0004964027175101801,0.000992805516567931
005,caudalanteriorcingulate,cortex,1,47,76304.0,61599.0,0.10663292314162853,0.2140797249143972
005,caudalmiddlefrontal,cortex,2,48,213305.0,267358.0,-0.11245508807626133,-0.22586551790328882
005,cuneus,cortex,3,49,143952.0,128428.0,0.05699390557309641,0.11411147465656372
005,entorhinal,cortex,4,50,14183.0,10524.0,0.14809568138584206,0.29838570113442414
005,fusiform,cortex,5,51,199638.0,181298.0,0.04814457021651931,0.09636364025841358
005,inferiorparietal,cortex,6,52,375619.0,370840.0,0.006402227047969145,0.01280462904541078
005,inferiortemporal,cortex,7,53,183588.0,182977.0,0.0016668258016995622,0.003333654690708168
005,insula,cortex,31,77,127973.0,120497.0,0.03008813941320884,0.06019444781394126
005,isthmuscingulate,cortex,8,54,78062.0,66056.0,0.08330673475901691,0.16700051562605675
005,lateraloccipital,cortex,9,55,229122.0,269379.0,-0.08075610680821102,-0.16186469715123694
005,lateralorbitofrontal,cortex,10,56,139254.0,155426.0,-0.054879869689154336,-0.10987013039705956
005,lingual,cortex,11,57,160017.0,210847.0,-0.13705832865956252,-0.2758526923773937
005,medialorbitofrontal,cortex,12,58,91845.0,77200.0,0.08663373657901742,0.17370291656729697
005,middletemporal,cortex,13,59,255337.0,280584.0,-0.04710955532625145,-0.09428890408993833
005,paracentral,cortex,15,61,120274.0,112075.0,0.035287433989386656,0.07060418322967481
005,parahippocampal,cortex,14,60,40713.0,39805.0,0.011276981544499366,0.022554919226801806
005,parsopercularis,cortex,16,62,126886.0,151834.0,-0.08950918484500574,-0.17949877325637134
005,parsorbitalis,cortex,17,63,49309.0,70730.0,-0.17845033697381685,-0.3607631908795999
005,parstriangularis,cortex,18,64,150307.0,119467.0,0.11431791054734704,0.2296396865866989
005,pericalcarine,cortex,19,65,96941.0,96642.0,0.0015445571150359278,0.0030891166865972945
005,postcentral,cortex,20,66,329100.0,317655.0,0.017696036366166477,0.03539576776563936
005,posteriorcingulate,cortex,21,67,87396.0,83976.0,0.01995658567327218,0.039918471290281865
005,precentral,cortex,22,68,516086.0,480397.0,0.035814961218605834,0.07166057287055715
005,precuneus,cortex,23,69,288140.0,261272.0,0.04890319104788392,0.09788446287349771
005,rostralanteriorcingulate,cortex,24,70,75913.0,43027.0,0.27649234908357156,0.5677601221133447
005,rostralmiddlefrontal,cortex,25,71,289318.0,322100.0,-0.05361634757236457,-0.10733562714092318
005,superiorfrontal,cortex,26,72,766509.0,788309.0,-0.01402093363982151,-0.028043705048012544
005,superiorparietal,cortex,27,73,392075.0,408385.0,-0.02037578392424356,-0.04075720889815145
005,superiortemporal,cortex,28,74,226187.0,242277.0,-0.034346289149219576,-0.06871960890245976
005,supramarginal,cortex,29,75,257551.0,213984.0,0.09239398984168726,0.18531651287370368
005,transversetemporal,cortex,30,76,19221.0,24296.0,-0.11662109060826803,-0.2343082964184535
