raw_dimension_x,raw_dimension_y,raw_dimension_z,raw_voxel_size_x,raw_voxel_size_y,raw_voxel_size_z,raw_max_b,raw_neighbor_corr,raw_masked_neighbor_corr,raw_dwi_contrast,raw_num_bad_slices,raw_num_directions,raw_coherence_index,t1_dimension_x,t1_dimension_y,t1_dimension_z,t1_voxel_size_x,t1_voxel_size_y,t1_voxel_size_z,t1_max_b,t1_neighbor_corr,t1_masked_neighbor_corr,t1_dwi_contrast,t1_num_bad_slices,t1_num_directions,t1_coherence_index,t1post_dimension_x,t1post_dimension_y,t1post_dimension_z,t1post_voxel_size_x,t1post_voxel_size_y,t1post_voxel_size_z,t1post_max_b,t1post_neighbor_corr,t1post_masked_neighbor_corr,t1post_dwi_contrast,t1post_num_bad_slices,t1post_num_directions,t1post_coherence_index,mean_fd,max_fd,max_rotation,max_translation,max_rel_rotation,max_rel_translation,t1_dice_distance,CNR0_mean,CNR1_mean,CNR0_median,CNR1_median,CNR0_standard_deviation,CNR1_standard_deviation,file_name,subject_id,session_id,task_id,dir_id,acq_id,space_id,rec_id,run_id
256.0,256.0,74.0,1.0,1.0,2.0,1000.0,0.969149,0.888774,1.132649,7.0,50.0,3558.36,80.0,98.0,85.0,2.0,2.0,2.0,1000.0,0.969002,0.896965,1.145892,0.0,50.0,3138.27,80.0,98.0,85.0,2.0,2.0,2.0,1000.0,0.962919,0.840413,1.269381,0.0,50.0,2520.36,0.10835641197531728,0.8835220646649001,0.008883489296,0.2472669625,0.0081332211267,0.210735379851,0.022383745404540734,37.42014,1.179189,25.983402,0.95183676,60.780193,0.68985254,sub-070_ses-1_acq-50dirax,sub-070,ses-1,,,acq-50dirax,,,
