subject,roi_name,region_type,L_index,R_index,L_strength,R_strength,side_ai,log_ai
004,Accumbens-area,subcortical,39,46,19956.0,22830.0,-0.06717150469779834,-0.1345456105429132
004,Amygdala,subcortical,38,45,21087.0,26703.0,-0.11751412429378531,-0.23611918178302616
004,Caudate,subcortical,34,41,165706.0,155629.0,0.03135979585168127,0.06274016409514994
004,Cerebellum-Cortex,cerebellum,32,78,318821.0,314209.0,0.007285594679557051,0.014571447179700601
004,Hippocampus,subcortical,37,44,80506.0,87014.0,-0.03884909264565425,-0.07773730944017745
004,Pallidum,subcortical,36,43,139105.0,133299.0,0.021313930779283712,0.042634318365371425
004,Putamen,subcortical,35,42,317027.0,405819.0,-0.12283667613848592,-0.24692030363797496
004,Thalamus-Proper,subcortical,33,40,331723.0,330922.0,0.0012087920379690482,0.0024175852534461615
004,caudalanteriorcingulate,cortex,1,47,86762.0,74876.0,0.07353468862519952,0.1473353258516363
004,caudalmiddlefrontal,cortex,2,48,278974.0,289845.0,-0.019111527568523554,-0.03822770982031997
004,cuneus,cortex,3,49,139975.0,112251.0,0.10991729639291746,0.22072639996630664
004,entorhinal,cortex,4,50,9159.0,8982.0,0.009756904250041342,0.01951442775530418
004,fusiform,cortex,5,51,190737.0,144437.0,0.13813720634655433,0.2780520894869382
004,inferiorparietal,cortex,6,52,387847.0,420723.0,-0.040659435794056176,-0.0813637279309787
004,inferiortemporal,cortex,7,53,217032.0,195606.0,0.051924447094063075,0.10394237612940939
004,insula,cortex,31,77,147637.0,137324.0,0.036190917353602775,0.07241346105188731
004,isthmuscingulate,cortex,8,54,90688.0,88743.0,0.010839821435537895,0.02168049206278427
004,lateraloccipital,cortex,9,55,244960.0,292126.0,-0.0878183382177156,-0.1760902841359159
004,lateralorbitofrontal,cortex,10,56,168837.0,159249.0,0.02922404491505276,0.05846473745738336
004,lingual,cortex,11,57,221290.0,235514.0,-0.031138081102617315,-0.062296301164751294
004,medialorbitofrontal,cortex,12,58,106857.0,97094.0,0.0478693411652799,0.09581191059884178
004,middletemporal,cortex,13,59,260412.0,276094.0,-0.029229868817869698,-0.05847639522125414
004,paracentral,cortex,15,61,130750.0,130639.0,0.00042465444222978014,0.0008493089355119126
004,parahippocampal,cortex,14,60,46159.0,37371.0,0.10520770980486054,0.21119695561495286
004,parsopercularis,cortex,16,62,150620.0,164307.0,-0.043460865533917384,-0.08697652045332027
004,parsorbitalis,cortex,17,63,51570.0,72512.0,-0.168775487177834,-0.34081195734267355
004,parstriangularis,cortex,18,64,151334.0,101012.0,0.19941667393182377,0.4042499929850037
004,pericalcarine,cortex,19,65,84948.0,80969.0,0.02398187045329894,0.04797293921147468
004,postcentral,cortex,20,66,284455.0,292703.0,-0.014290714154529609,-0.02858337422358068
004,posteriorcingulate,cortex,21,67,119672.0,107758.0,0.052385349338257926,0.10486669490472086
004,precentral,cortex,22,68,447118.0,401864.0,0.05330383918622539,0.10670881895723937
004,precuneus,cortex,23,69,261451.0,263148.0,-0.0032348517629656177,-0.006469726092972345
004,rostralanteriorcingulate,cortex,24,70,71065.0,50670.0,0.16753604140140468,0.3382609317031568
004,rostralmiddlefrontal,cortex,25,71,354516.0,378113.0,-0.032208662228767906,-0.06443961379912144
004,superiorfrontal,cortex,26,72,818340.0,787862.0,0.0189751973911127,0.03795495054901979
004,superiorparietal,cortex,27,73,368451.0,388675.0,-0.026711538105942737,-0.05343578755401352
004,superiortemporal,cortex,28,74,266989.0,233791.0,0.06629258356963137,0.13277990519234925
004,supramarginal,cortex,29,75,258774.0,195758.0,0.1386393037233902,0.27907589141093436
004,transversetemporal,cortex,30,76,21667.0,20132.0,0.03672336658771741,0.07347977681045646
