subject,fs_default_index,name,side,region_type,strength
033,1,L.caudalanteriorcingulate,L,cortex,108950.0
033,2,L.caudalmiddlefrontal,L,cortex,285388.0
033,3,L.cuneus,L,cortex,138411.0
033,4,L.entorhinal,L,cortex,18028.0
033,5,L.fusiform,L,cortex,175539.0
033,6,L.inferiorparietal,L,cortex,375736.0
033,7,L.inferiortemporal,L,cortex,190677.0
033,8,L.isthmuscingulate,L,cortex,133070.0
033,9,L.lateraloccipital,L,cortex,271736.0
033,10,L.lateralorbitofrontal,L,cortex,142423.0
033,11,L.lingual,L,cortex,161295.0
033,12,L.medialorbitofrontal,L,cortex,76266.0
033,13,L.middletemporal,L,cortex,233379.0
033,14,L.parahippocampal,L,cortex,32198.0
033,15,L.paracentral,L,cortex,115584.0
033,16,L.parsopercularis,L,cortex,130192.0
033,17,L.parsorbitalis,L,cortex,75336.0
033,18,L.parstriangularis,L,cortex,118552.0
033,19,L.pericalcarine,L,cortex,97973.0
033,20,L.postcentral,L,cortex,242068.0
033,21,L.posteriorcingulate,L,cortex,114745.0
033,22,L.precentral,L,cortex,474653.0
033,23,L.precuneus,L,cortex,323578.0
033,24,L.rostralanteriorcingulate,L,cortex,65583.0
033,25,L.rostralmiddlefrontal,L,cortex,394715.0
033,26,L.superiorfrontal,L,cortex,737802.0
033,27,L.superiorparietal,L,cortex,377250.0
033,28,L.superiortemporal,L,cortex,218528.0
033,29,L.supramarginal,L,cortex,257571.0
033,30,L.transversetemporal,L,cortex,22666.0
033,31,L.insula,L,cortex,187954.0
033,32,L.Cerebellum-Cortex,L,cerebellum,194606.0
033,33,L.Thalamus-Proper,L,subcortical,388726.0
033,34,L.Caudate,L,subcortical,193462.0
033,35,L.Putamen,L,subcortical,278995.0
033,36,L.Pallidum,L,subcortical,161780.0
033,37,L.Hippocampus,L,subcortical,87442.0
033,38,L.Amygdala,L,subcortical,12110.0
033,39,L.Accumbens-area,L,subcortical,13898.0
033,40,R.Thalamus-Proper,R,subcortical,391529.0
033,41,R.Caudate,R,subcortical,203731.0
033,42,R.Putamen,R,subcortical,305660.0
033,43,R.Pallidum,R,subcortical,159788.0
033,44,R.Hippocampus,R,subcortical,98144.0
033,45,R.Amygdala,R,subcortical,13651.0
033,46,R.Accumbens-area,R,subcortical,18740.0
033,47,R.caudalanteriorcingulate,R,cortex,111745.0
033,48,R.caudalmiddlefrontal,R,cortex,246498.0
033,49,R.cuneus,R,cortex,146249.0
033,50,R.entorhinal,R,cortex,15985.0
033,51,R.fusiform,R,cortex,189329.0
033,52,R.inferiorparietal,R,cortex,365100.0
033,53,R.inferiortemporal,R,cortex,217150.0
033,54,R.isthmuscingulate,R,cortex,154042.0
033,55,R.lateraloccipital,R,cortex,291395.0
033,56,R.lateralorbitofrontal,R,cortex,168381.0
033,57,R.lingual,R,cortex,157756.0
033,58,R.medialorbitofrontal,R,cortex,89097.0
033,59,R.middletemporal,R,cortex,297444.0
033,60,R.parahippocampal,R,cortex,34723.0
033,61,R.paracentral,R,cortex,151264.0
033,62,R.parsopercularis,R,cortex,163302.0
033,63,R.parsorbitalis,R,cortex,54454.0
033,64,R.parstriangularis,R,cortex,137041.0
033,65,R.pericalcarine,R,cortex,97836.0
033,66,R.postcentral,R,cortex,237578.0
033,67,R.posteriorcingulate,R,cortex,117793.0
033,68,R.precentral,R,cortex,483479.0
033,69,R.precuneus,R,cortex,327632.0
033,70,R.rostralanteriorcingulate,R,cortex,76793.0
033,71,R.rostralmiddlefrontal,R,cortex,362361.0
033,72,R.superiorfrontal,R,cortex,807776.0
033,73,R.superiorparietal,R,cortex,373016.0
033,74,R.superiortemporal,R,cortex,248204.0
033,75,R.supramarginal,R,cortex,247956.0
033,76,R.transversetemporal,R,cortex,15946.0
033,77,R.insula,R,cortex,170767.0
033,78,R.Cerebellum-Cortex,R,cerebellum,197366.0
