raw_dimension_x,raw_dimension_y,raw_dimension_z,raw_voxel_size_x,raw_voxel_size_y,raw_voxel_size_z,raw_max_b,raw_neighbor_corr,raw_masked_neighbor_corr,raw_dwi_contrast,raw_num_bad_slices,raw_num_directions,raw_coherence_index,t1_dimension_x,t1_dimension_y,t1_dimension_z,t1_voxel_size_x,t1_voxel_size_y,t1_voxel_size_z,t1_max_b,t1_neighbor_corr,t1_masked_neighbor_corr,t1_dwi_contrast,t1_num_bad_slices,t1_num_directions,t1_coherence_index,t1post_dimension_x,t1post_dimension_y,t1post_dimension_z,t1post_voxel_size_x,t1post_voxel_size_y,t1post_voxel_size_z,t1post_max_b,t1post_neighbor_corr,t1post_masked_neighbor_corr,t1post_dwi_contrast,t1post_num_bad_slices,t1post_num_directions,t1post_coherence_index,mean_fd,max_fd,max_rotation,max_translation,max_rel_rotation,max_rel_translation,t1_dice_distance,CNR0_mean,CNR1_mean,CNR0_median,CNR1_median,CNR0_standard_deviation,CNR1_standard_deviation,file_name,subject_id,session_id,task_id,dir_id,acq_id,space_id,rec_id,run_id
256.0,256.0,74.0,1.0,1.0,2.0,1000.0,0.969248,0.847364,1.221632,0.0,50.0,4378.68,80.0,98.0,85.0,2.0,2.0,2.0,1000.0,0.967776,0.86423,1.219503,0.0,50.0,4041.2,80.0,98.0,85.0,2.0,2.0,2.0,1000.0,0.96444,0.844418,1.264737,0.0,50.0,4020.35,0.15921208808305762,0.85321903999,0.006735498551,0.4329018488,0.006226215046,0.3091303568,0.020557401844130074,36.16006,1.1307847,25.65937,0.9055468,126.89418,0.65648466,sub-035_ses-1_acq-50dirax,sub-035,ses-1,,,acq-50dirax,,,
