subject,roi_name,region_type,L_index,R_index,L_strength,R_strength,side_ai,log_ai
006,Accumbens-area,subcortical,39,46,18008.0,22490.0,-0.11067213195713368,-0.22225466236679325
006,Amygdala,subcortical,38,45,26843.0,46492.0,-0.2679348196631895,-0.5492751754517404
006,Caudate,subcortical,34,41,193952.0,205010.0,-0.02771692542146871,-0.05544805266760925
006,Cerebellum-Cortex,cerebellum,32,78,273522.0,270606.0,0.0053590331686661965,0.010718168943994482
006,Hippocampus,subcortical,37,44,116892.0,163558.0,-0.16639686218577288,-0.3359172359162721
006,Pallidum,subcortical,36,43,131810.0,139628.0,-0.028802157398742992,-0.0576202515577122
006,Putamen,subcortical,35,42,278681.0,333324.0,-0.08928521825802077,-0.17904723142148465
006,Thalamus-Proper,subcortical,33,40,392924.0,382417.0,0.0135514567138846,0.02710457268815233
006,caudalanteriorcingulate,cortex,1,47,80270.0,69964.0,0.06859965121077785,0.1374151280986687
006,caudalmiddlefrontal,cortex,2,48,281393.0,288853.0,-0.01308207335079948,-0.02616563943784741
006,cuneus,cortex,3,49,152580.0,152686.0,-0.00034723814640346453,-0.0006944763207189737
006,entorhinal,cortex,4,50,13271.0,6394.0,0.3497076023391813,0.7302211528174625
006,fusiform,cortex,5,51,145470.0,127399.0,0.06622591793131502,0.13264598597167704
006,inferiorparietal,cortex,6,52,417122.0,420408.0,-0.003923441548362446,-0.007846923360483435
006,inferiortemporal,cortex,7,53,199771.0,193023.0,0.017179488485058327,0.0343623577456882
006,insula,cortex,31,77,123938.0,93775.0,0.1385447814324363,0.27888314459540353
006,isthmuscingulate,cortex,8,54,102534.0,100731.0,0.008870194081617593,0.01774085345847662
006,lateraloccipital,cortex,9,55,265722.0,270437.0,-0.008794033113311537,-0.017588519638803757
006,lateralorbitofrontal,cortex,10,56,142567.0,130215.0,0.045281580162913976,0.09062513413758339
006,lingual,cortex,11,57,153899.0,121918.0,0.11595006834241545,0.23294785549361652
006,medialorbitofrontal,cortex,12,58,84011.0,72357.0,0.07452931546096388,0.14933554235293803
006,middletemporal,cortex,13,59,255394.0,225120.0,0.06300336722759378,0.12617385739571643
006,paracentral,cortex,15,61,147404.0,142288.0,0.01766013559228422,0.03532394377181158
006,parahippocampal,cortex,14,60,31468.0,23140.0,0.15250512745385292,0.30740843470146556
006,parsopercularis,cortex,16,62,149824.0,161834.0,-0.03853583094289253,-0.07710984665080901
006,parsorbitalis,cortex,17,63,41425.0,60702.0,-0.18875517737718722,-0.38209208313918175
006,parstriangularis,cortex,18,64,133757.0,157070.0,-0.08016105794853985,-0.16066684499973105
006,pericalcarine,cortex,19,65,85138.0,66025.0,0.12643967108353235,0.25424001121973394
006,postcentral,cortex,20,66,349285.0,318781.0,0.045660159325575614,0.09138386121614772
006,posteriorcingulate,cortex,21,67,117232.0,121033.0,-0.015952825635322014,-0.03190835826853812
006,precentral,cortex,22,68,540982.0,471459.0,0.06866869279296275,0.1375538648030913
006,precuneus,cortex,23,69,309817.0,296222.0,0.022432549720397533,0.04487262737496351
006,rostralanteriorcingulate,cortex,24,70,69792.0,69933.0,-0.0010091250670960816,-0.0020182508192764766
006,rostralmiddlefrontal,cortex,25,71,305069.0,299489.0,0.009229883650534771,0.018460291528352574
006,superiorfrontal,cortex,26,72,768977.0,791326.0,-0.014323499986861526,-0.028648959313079585
006,superiorparietal,cortex,27,73,351873.0,380635.0,-0.039265100176380324,-0.07857059565582801
006,superiortemporal,cortex,28,74,280763.0,253796.0,0.050447191049070354,0.10098010237313937
006,supramarginal,cortex,29,75,302916.0,237768.0,0.12049182147058171,0.24216013101304934
006,transversetemporal,cortex,30,76,41849.0,32445.0,0.12657818935580262,0.25452155371426116
