subject,fs_default_index,name,side,region_type,strength
017,1,L.caudalanteriorcingulate,L,cortex,94062.0
017,2,L.caudalmiddlefrontal,L,cortex,247837.0
017,3,L.cuneus,L,cortex,110816.0
017,4,L.entorhinal,L,cortex,8186.0
017,5,L.fusiform,L,cortex,145501.0
017,6,L.inferiorparietal,L,cortex,422584.0
017,7,L.inferiortemporal,L,cortex,201513.0
017,8,L.isthmuscingulate,L,cortex,111132.0
017,9,L.lateraloccipital,L,cortex,318615.0
017,10,L.lateralorbitofrontal,L,cortex,211928.0
017,11,L.lingual,L,cortex,124585.0
017,12,L.medialorbitofrontal,L,cortex,165263.0
017,13,L.middletemporal,L,cortex,276630.0
017,14,L.parahippocampal,L,cortex,30237.0
017,15,L.paracentral,L,cortex,195852.0
017,16,L.parsopercularis,L,cortex,167624.0
017,17,L.parsorbitalis,L,cortex,46336.0
017,18,L.parstriangularis,L,cortex,159825.0
017,19,L.pericalcarine,L,cortex,56269.0
017,20,L.postcentral,L,cortex,296802.0
017,21,L.posteriorcingulate,L,cortex,119079.0
017,22,L.precentral,L,cortex,547603.0
017,23,L.precuneus,L,cortex,336083.0
017,24,L.rostralanteriorcingulate,L,cortex,87464.0
017,25,L.rostralmiddlefrontal,L,cortex,252886.0
017,26,L.superiorfrontal,L,cortex,842409.0
017,27,L.superiorparietal,L,cortex,407045.0
017,28,L.superiortemporal,L,cortex,286326.0
017,29,L.supramarginal,L,cortex,254129.0
017,30,L.transversetemporal,L,cortex,24330.0
017,31,L.insula,L,cortex,200551.0
017,32,L.Cerebellum-Cortex,L,cerebellum,152369.0
017,33,L.Thalamus-Proper,L,subcortical,380769.0
017,34,L.Caudate,L,subcortical,263498.0
017,35,L.Putamen,L,subcortical,284720.0
017,36,L.Pallidum,L,subcortical,151898.0
017,37,L.Hippocampus,L,subcortical,78954.0
017,38,L.Amygdala,L,subcortical,19704.0
017,39,L.Accumbens-area,L,subcortical,15220.0
017,40,R.Thalamus-Proper,R,subcortical,321680.0
017,41,R.Caudate,R,subcortical,317809.0
017,42,R.Putamen,R,subcortical,308099.0
017,43,R.Pallidum,R,subcortical,184158.0
017,44,R.Hippocampus,R,subcortical,91113.0
017,45,R.Amygdala,R,subcortical,32967.0
017,46,R.Accumbens-area,R,subcortical,22027.0
017,47,R.caudalanteriorcingulate,R,cortex,100995.0
017,48,R.caudalmiddlefrontal,R,cortex,203070.0
017,49,R.cuneus,R,cortex,126539.0
017,50,R.entorhinal,R,cortex,8065.0
017,51,R.fusiform,R,cortex,156999.0
017,52,R.inferiorparietal,R,cortex,442374.0
017,53,R.inferiortemporal,R,cortex,157114.0
017,54,R.isthmuscingulate,R,cortex,78763.0
017,55,R.lateraloccipital,R,cortex,241269.0
017,56,R.lateralorbitofrontal,R,cortex,184570.0
017,57,R.lingual,R,cortex,142990.0
017,58,R.medialorbitofrontal,R,cortex,138756.0
017,59,R.middletemporal,R,cortex,268668.0
017,60,R.parahippocampal,R,cortex,29676.0
017,61,R.paracentral,R,cortex,181171.0
017,62,R.parsopercularis,R,cortex,166962.0
017,63,R.parsorbitalis,R,cortex,75867.0
017,64,R.parstriangularis,R,cortex,132814.0
017,65,R.pericalcarine,R,cortex,78935.0
017,66,R.postcentral,R,cortex,238669.0
017,67,R.posteriorcingulate,R,cortex,159009.0
017,68,R.precentral,R,cortex,490783.0
017,69,R.precuneus,R,cortex,340851.0
017,70,R.rostralanteriorcingulate,R,cortex,81566.0
017,71,R.rostralmiddlefrontal,R,cortex,325098.0
017,72,R.superiorfrontal,R,cortex,1050291.0
017,73,R.superiorparietal,R,cortex,430791.0
017,74,R.superiortemporal,R,cortex,275060.0
017,75,R.supramarginal,R,cortex,284732.0
017,76,R.transversetemporal,R,cortex,13936.0
017,77,R.insula,R,cortex,188932.0
017,78,R.Cerebellum-Cortex,R,cerebellum,149826.0
