subject,fs_default_index,name,side,region_type,strength
024,1,L.caudalanteriorcingulate,L,cortex,92688.0
024,2,L.caudalmiddlefrontal,L,cortex,258760.0
024,3,L.cuneus,L,cortex,195132.0
024,4,L.entorhinal,L,cortex,11786.0
024,5,L.fusiform,L,cortex,230633.0
024,6,L.inferiorparietal,L,cortex,397808.0
024,7,L.inferiortemporal,L,cortex,202081.0
024,8,L.isthmuscingulate,L,cortex,125047.0
024,9,L.lateraloccipital,L,cortex,272664.0
024,10,L.lateralorbitofrontal,L,cortex,154800.0
024,11,L.lingual,L,cortex,190767.0
024,12,L.medialorbitofrontal,L,cortex,79356.0
024,13,L.middletemporal,L,cortex,289968.0
024,14,L.parahippocampal,L,cortex,27505.0
024,15,L.paracentral,L,cortex,158235.0
024,16,L.parsopercularis,L,cortex,164944.0
024,17,L.parsorbitalis,L,cortex,65995.0
024,18,L.parstriangularis,L,cortex,138608.0
024,19,L.pericalcarine,L,cortex,60249.0
024,20,L.postcentral,L,cortex,311925.0
024,21,L.posteriorcingulate,L,cortex,92491.0
024,22,L.precentral,L,cortex,496962.0
024,23,L.precuneus,L,cortex,294892.0
024,24,L.rostralanteriorcingulate,L,cortex,101365.0
024,25,L.rostralmiddlefrontal,L,cortex,265169.0
024,26,L.superiorfrontal,L,cortex,823027.0
024,27,L.superiorparietal,L,cortex,463410.0
024,28,L.superiortemporal,L,cortex,286743.0
024,29,L.supramarginal,L,cortex,288734.0
024,30,L.transversetemporal,L,cortex,21417.0
024,31,L.insula,L,cortex,148266.0
024,32,L.Cerebellum-Cortex,L,cerebellum,340060.0
024,33,L.Thalamus-Proper,L,subcortical,334527.0
024,34,L.Caudate,L,subcortical,131499.0
024,35,L.Putamen,L,subcortical,343002.0
024,36,L.Pallidum,L,subcortical,159540.0
024,37,L.Hippocampus,L,subcortical,71466.0
024,38,L.Amygdala,L,subcortical,26191.0
024,39,L.Accumbens-area,L,subcortical,20211.0
024,40,R.Thalamus-Proper,R,subcortical,328609.0
024,41,R.Caudate,R,subcortical,152768.0
024,42,R.Putamen,R,subcortical,376514.0
024,43,R.Pallidum,R,subcortical,128796.0
024,44,R.Hippocampus,R,subcortical,64048.0
024,45,R.Amygdala,R,subcortical,29953.0
024,46,R.Accumbens-area,R,subcortical,13937.0
024,47,R.caudalanteriorcingulate,R,cortex,58766.0
024,48,R.caudalmiddlefrontal,R,cortex,249837.0
024,49,R.cuneus,R,cortex,149144.0
024,50,R.entorhinal,R,cortex,11570.0
024,51,R.fusiform,R,cortex,176458.0
024,52,R.inferiorparietal,R,cortex,362124.0
024,53,R.inferiortemporal,R,cortex,192428.0
024,54,R.isthmuscingulate,R,cortex,99537.0
024,55,R.lateraloccipital,R,cortex,266897.0
024,56,R.lateralorbitofrontal,R,cortex,179158.0
024,57,R.lingual,R,cortex,178722.0
024,58,R.medialorbitofrontal,R,cortex,75686.0
024,59,R.middletemporal,R,cortex,259957.0
024,60,R.parahippocampal,R,cortex,38099.0
024,61,R.paracentral,R,cortex,132708.0
024,62,R.parsopercularis,R,cortex,131582.0
024,63,R.parsorbitalis,R,cortex,72898.0
024,64,R.parstriangularis,R,cortex,134549.0
024,65,R.pericalcarine,R,cortex,65798.0
024,66,R.postcentral,R,cortex,303352.0
024,67,R.posteriorcingulate,R,cortex,94215.0
024,68,R.precentral,R,cortex,475412.0
024,69,R.precuneus,R,cortex,284576.0
024,70,R.rostralanteriorcingulate,R,cortex,47608.0
024,71,R.rostralmiddlefrontal,R,cortex,298390.0
024,72,R.superiorfrontal,R,cortex,791056.0
024,73,R.superiorparietal,R,cortex,445815.0
024,74,R.superiortemporal,R,cortex,267070.0
024,75,R.supramarginal,R,cortex,235784.0
024,76,R.transversetemporal,R,cortex,14419.0
024,77,R.insula,R,cortex,126408.0
024,78,R.Cerebellum-Cortex,R,cerebellum,345391.0
