subject,fs_default_index,name,side,region_type,strength
007,1,L.caudalanteriorcingulate,L,cortex,74179.0
007,2,L.caudalmiddlefrontal,L,cortex,254502.0
007,3,L.cuneus,L,cortex,144681.0
007,4,L.entorhinal,L,cortex,10655.0
007,5,L.fusiform,L,cortex,158102.0
007,6,L.inferiorparietal,L,cortex,336089.0
007,7,L.inferiortemporal,L,cortex,156789.0
007,8,L.isthmuscingulate,L,cortex,113033.0
007,9,L.lateraloccipital,L,cortex,354891.0
007,10,L.lateralorbitofrontal,L,cortex,139620.0
007,11,L.lingual,L,cortex,165259.0
007,12,L.medialorbitofrontal,L,cortex,104021.0
007,13,L.middletemporal,L,cortex,250601.0
007,14,L.parahippocampal,L,cortex,21889.0
007,15,L.paracentral,L,cortex,161763.0
007,16,L.parsopercularis,L,cortex,184057.0
007,17,L.parsorbitalis,L,cortex,57033.0
007,18,L.parstriangularis,L,cortex,94527.0
007,19,L.pericalcarine,L,cortex,64216.0
007,20,L.postcentral,L,cortex,343207.0
007,21,L.posteriorcingulate,L,cortex,104026.0
007,22,L.precentral,L,cortex,481947.0
007,23,L.precuneus,L,cortex,347862.0
007,24,L.rostralanteriorcingulate,L,cortex,71741.0
007,25,L.rostralmiddlefrontal,L,cortex,255828.0
007,26,L.superiorfrontal,L,cortex,733533.0
007,27,L.superiorparietal,L,cortex,482164.0
007,28,L.superiortemporal,L,cortex,270140.0
007,29,L.supramarginal,L,cortex,253325.0
007,30,L.transversetemporal,L,cortex,29925.0
007,31,L.insula,L,cortex,109513.0
007,32,L.Cerebellum-Cortex,L,cerebellum,352746.0
007,33,L.Thalamus-Proper,L,subcortical,367064.0
007,34,L.Caudate,L,subcortical,120357.0
007,35,L.Putamen,L,subcortical,327350.0
007,36,L.Pallidum,L,subcortical,165844.0
007,37,L.Hippocampus,L,subcortical,51341.0
007,38,L.Amygdala,L,subcortical,20327.0
007,39,L.Accumbens-area,L,subcortical,17322.0
007,40,R.Thalamus-Proper,R,subcortical,359438.0
007,41,R.Caudate,R,subcortical,119805.0
007,42,R.Putamen,R,subcortical,345264.0
007,43,R.Pallidum,R,subcortical,152567.0
007,44,R.Hippocampus,R,subcortical,76300.0
007,45,R.Amygdala,R,subcortical,23532.0
007,46,R.Accumbens-area,R,subcortical,12956.0
007,47,R.caudalanteriorcingulate,R,cortex,72376.0
007,48,R.caudalmiddlefrontal,R,cortex,239070.0
007,49,R.cuneus,R,cortex,146514.0
007,50,R.entorhinal,R,cortex,9466.0
007,51,R.fusiform,R,cortex,133570.0
007,52,R.inferiorparietal,R,cortex,422792.0
007,53,R.inferiortemporal,R,cortex,182923.0
007,54,R.isthmuscingulate,R,cortex,100843.0
007,55,R.lateraloccipital,R,cortex,339976.0
007,56,R.lateralorbitofrontal,R,cortex,145104.0
007,57,R.lingual,R,cortex,172187.0
007,58,R.medialorbitofrontal,R,cortex,69659.0
007,59,R.middletemporal,R,cortex,266520.0
007,60,R.parahippocampal,R,cortex,26822.0
007,61,R.paracentral,R,cortex,145532.0
007,62,R.parsopercularis,R,cortex,220264.0
007,63,R.parsorbitalis,R,cortex,70953.0
007,64,R.parstriangularis,R,cortex,131769.0
007,65,R.pericalcarine,R,cortex,56010.0
007,66,R.postcentral,R,cortex,309393.0
007,67,R.posteriorcingulate,R,cortex,113889.0
007,68,R.precentral,R,cortex,449046.0
007,69,R.precuneus,R,cortex,358084.0
007,70,R.rostralanteriorcingulate,R,cortex,38271.0
007,71,R.rostralmiddlefrontal,R,cortex,279623.0
007,72,R.superiorfrontal,R,cortex,792856.0
007,73,R.superiorparietal,R,cortex,442116.0
007,74,R.superiortemporal,R,cortex,188608.0
007,75,R.supramarginal,R,cortex,233298.0
007,76,R.transversetemporal,R,cortex,11912.0
007,77,R.insula,R,cortex,102522.0
007,78,R.Cerebellum-Cortex,R,cerebellum,354787.0
