subject,roi_name,region_type,L_index,R_index,L_strength,R_strength,side_ai,log_ai
007,Accumbens-area,subcortical,39,46,17322.0,12956.0,0.14419710681022524,0.2904183685997702
007,Amygdala,subcortical,38,45,20327.0,23532.0,-0.07307508151120637,-0.14641114542538466
007,Caudate,subcortical,34,41,120357.0,119805.0,0.002298448547230619,0.0045969051894168495
007,Cerebellum-Cortex,cerebellum,32,78,352746.0,354787.0,-0.0028846711036799697,-0.005769358210301565
007,Hippocampus,subcortical,37,44,51341.0,76300.0,-0.19554061782656043,-0.39618328504723904
007,Pallidum,subcortical,36,43,165844.0,152567.0,0.04169768004246084,0.0834437436437024
007,Putamen,subcortical,35,42,327350.0,345264.0,-0.026633403408195488,-0.05327940690600967
007,Thalamus-Proper,subcortical,33,40,367064.0,359438.0,0.01049687406228751,0.020994519236490185
007,caudalanteriorcingulate,cortex,1,47,74179.0,72376.0,0.012302548531268125,0.0246063385245718
007,caudalmiddlefrontal,cortex,2,48,254502.0,239070.0,0.031265955119009994,0.06255229842810163
007,cuneus,cortex,3,49,144681.0,146514.0,-0.006294750940091691,-0.01258966816581346
007,entorhinal,cortex,4,50,10655.0,9466.0,0.05909249043288107,0.1183228340665242
007,fusiform,cortex,5,51,158102.0,133570.0,0.08410817630763323,0.1686147093677778
007,inferiorparietal,cortex,6,52,336089.0,422792.0,-0.1142511144698576,-0.22950432650037467
007,inferiortemporal,cortex,7,53,156789.0,182923.0,-0.07692987000753579,-0.1541643468734135
007,insula,cortex,31,77,109513.0,102522.0,0.03297097177352796,0.06596585397671656
007,isthmuscingulate,cortex,8,54,113033.0,100843.0,0.056995642334810824,0.11411495950017332
007,lateraloccipital,cortex,9,55,354891.0,339976.0,0.021464539257152807,0.04293567319132464
007,lateralorbitofrontal,cortex,10,56,139620.0,145104.0,-0.01926075778648797,-0.038526280162956596
007,lingual,cortex,11,57,165259.0,172187.0,-0.020530692318178317,-0.04106715534807441
007,medialorbitofrontal,cortex,12,58,104021.0,69659.0,0.19784661446338092,0.40098089244047236
007,middletemporal,cortex,13,59,250601.0,266520.0,-0.030783897772474915,-0.06158725481734535
007,paracentral,cortex,15,61,161763.0,145532.0,0.052818952472379964,0.10573630739256355
007,parahippocampal,cortex,14,60,21889.0,26822.0,-0.1012707601979019,-0.20323821875773085
007,parsopercularis,cortex,16,62,184057.0,220264.0,-0.08955013467022489,-0.17958133468288748
007,parsorbitalis,cortex,17,63,57033.0,70953.0,-0.10876189583235667,-0.2183876383326361
007,parstriangularis,cortex,18,64,94527.0,131769.0,-0.16457206490614062,-0.3321648815707068
007,pericalcarine,cortex,19,65,64216.0,56010.0,0.06825478681815914,0.13672215460753476
007,postcentral,cortex,20,66,343207.0,309393.0,0.05181428133619369,0.10372145022756211
007,posteriorcingulate,cortex,21,67,104026.0,113889.0,-0.04526076681274809,-0.09058342194898934
007,precentral,cortex,22,68,481947.0,449046.0,0.03533968569044021,0.07070881711523218
007,precuneus,cortex,23,69,347862.0,358084.0,-0.014479861065860562,-0.028961746346374165
007,rostralanteriorcingulate,cortex,24,70,71741.0,38271.0,0.30423953750499944,0.6283699820077028
007,rostralmiddlefrontal,cortex,25,71,255828.0,279623.0,-0.04443917370590399,-0.08893692367801091
007,superiorfrontal,cortex,26,72,733533.0,792856.0,-0.038864928927029745,-0.07776902989660864
007,superiorparietal,cortex,27,73,482164.0,442116.0,0.04332886138399619,0.08671201405734737
007,superiortemporal,cortex,28,74,270140.0,188608.0,0.17772720535021405,0.35926955601738847
007,supramarginal,cortex,29,75,253325.0,233298.0,0.041155062543282994,0.0823566429969786
007,transversetemporal,cortex,30,76,29925.0,11912.0,0.4305519038171953,0.921147956062329
