subject,fs_default_index,name,side,region_type,strength
070,1,L.caudalanteriorcingulate,L,cortex,88634.0
070,2,L.caudalmiddlefrontal,L,cortex,331946.0
070,3,L.cuneus,L,cortex,130713.0
070,4,L.entorhinal,L,cortex,11755.0
070,5,L.fusiform,L,cortex,140577.0
070,6,L.inferiorparietal,L,cortex,284674.0
070,7,L.inferiortemporal,L,cortex,220040.0
070,8,L.isthmuscingulate,L,cortex,105133.0
070,9,L.lateraloccipital,L,cortex,315044.0
070,10,L.lateralorbitofrontal,L,cortex,161321.0
070,11,L.lingual,L,cortex,172617.0
070,12,L.medialorbitofrontal,L,cortex,120956.0
070,13,L.middletemporal,L,cortex,216808.0
070,14,L.parahippocampal,L,cortex,48636.0
070,15,L.paracentral,L,cortex,174248.0
070,16,L.parsopercularis,L,cortex,148772.0
070,17,L.parsorbitalis,L,cortex,69074.0
070,18,L.parstriangularis,L,cortex,157606.0
070,19,L.pericalcarine,L,cortex,37992.0
070,20,L.postcentral,L,cortex,293841.0
070,21,L.posteriorcingulate,L,cortex,140770.0
070,22,L.precentral,L,cortex,489215.0
070,23,L.precuneus,L,cortex,259224.0
070,24,L.rostralanteriorcingulate,L,cortex,69030.0
070,25,L.rostralmiddlefrontal,L,cortex,225953.0
070,26,L.superiorfrontal,L,cortex,812683.0
070,27,L.superiorparietal,L,cortex,395230.0
070,28,L.superiortemporal,L,cortex,290851.0
070,29,L.supramarginal,L,cortex,261598.0
070,30,L.transversetemporal,L,cortex,33403.0
070,31,L.insula,L,cortex,141673.0
070,32,L.Cerebellum-Cortex,L,cerebellum,195710.0
070,33,L.Thalamus-Proper,L,subcortical,357039.0
070,34,L.Caudate,L,subcortical,184550.0
070,35,L.Putamen,L,subcortical,361109.0
070,36,L.Pallidum,L,subcortical,163931.0
070,37,L.Hippocampus,L,subcortical,89003.0
070,38,L.Amygdala,L,subcortical,18010.0
070,39,L.Accumbens-area,L,subcortical,18886.0
070,40,R.Thalamus-Proper,R,subcortical,286044.0
070,41,R.Caudate,R,subcortical,178009.0
070,42,R.Putamen,R,subcortical,400254.0
070,43,R.Pallidum,R,subcortical,167754.0
070,44,R.Hippocampus,R,subcortical,103872.0
070,45,R.Amygdala,R,subcortical,26255.0
070,46,R.Accumbens-area,R,subcortical,20285.0
070,47,R.caudalanteriorcingulate,R,cortex,72668.0
070,48,R.caudalmiddlefrontal,R,cortex,299354.0
070,49,R.cuneus,R,cortex,143043.0
070,50,R.entorhinal,R,cortex,10553.0
070,51,R.fusiform,R,cortex,155280.0
070,52,R.inferiorparietal,R,cortex,408870.0
070,53,R.inferiortemporal,R,cortex,250113.0
070,54,R.isthmuscingulate,R,cortex,75881.0
070,55,R.lateraloccipital,R,cortex,229531.0
070,56,R.lateralorbitofrontal,R,cortex,179603.0
070,57,R.lingual,R,cortex,154534.0
070,58,R.medialorbitofrontal,R,cortex,83996.0
070,59,R.middletemporal,R,cortex,229842.0
070,60,R.parahippocampal,R,cortex,41375.0
070,61,R.paracentral,R,cortex,157632.0
070,62,R.parsopercularis,R,cortex,231797.0
070,63,R.parsorbitalis,R,cortex,80122.0
070,64,R.parstriangularis,R,cortex,137717.0
070,65,R.pericalcarine,R,cortex,50490.0
070,66,R.postcentral,R,cortex,256433.0
070,67,R.posteriorcingulate,R,cortex,147850.0
070,68,R.precentral,R,cortex,402260.0
070,69,R.precuneus,R,cortex,284707.0
070,70,R.rostralanteriorcingulate,R,cortex,45532.0
070,71,R.rostralmiddlefrontal,R,cortex,254743.0
070,72,R.superiorfrontal,R,cortex,908053.0
070,73,R.superiorparietal,R,cortex,411128.0
070,74,R.superiortemporal,R,cortex,245125.0
070,75,R.supramarginal,R,cortex,193260.0
070,76,R.transversetemporal,R,cortex,12996.0
070,77,R.insula,R,cortex,139191.0
070,78,R.Cerebellum-Cortex,R,cerebellum,199367.0
