subject,roi_name,region_type,L_index,R_index,L_strength,R_strength,side_ai,log_ai
057,Accumbens-area,subcortical,39,46,0.0,0.0,,
057,Amygdala,subcortical,38,45,0.0,2181.0,-1.0,
057,Caudate,subcortical,34,41,0.0,0.0,,
057,Cerebellum-Cortex,cerebellum,32,78,650085.0,723360.0,-0.05335124449832356,-0.1068038999753935
057,Hippocampus,subcortical,37,44,103132.0,83075.0,0.10771345867770814,0.2162659068984051
057,Pallidum,subcortical,36,43,0.0,0.0,,
057,Putamen,subcortical,35,42,0.0,0.0,,
057,Thalamus-Proper,subcortical,33,40,59411.0,38750.0,0.21048074082374874,0.4273486386097687
057,caudalanteriorcingulate,cortex,1,47,0.0,0.0,,
057,caudalmiddlefrontal,cortex,2,48,0.0,0.0,,
057,cuneus,cortex,3,49,169790.0,66112.0,0.4394960619240193,0.9432121058307472
057,entorhinal,cortex,4,50,25243.0,16383.0,0.2128477393936482,0.4323046777257615
057,fusiform,cortex,5,51,129632.0,235907.0,-0.2907350515266497,-0.5987379925436015
057,inferiorparietal,cortex,6,52,34453.0,0.0,1.0,
057,inferiortemporal,cortex,7,53,165140.0,87452.0,0.3075631848989675,0.6357035275746412
057,insula,cortex,31,77,0.0,0.0,,
057,isthmuscingulate,cortex,8,54,76922.0,67181.0,0.0675974823563701,0.13540145196668457
057,lateraloccipital,cortex,9,55,228316.0,123539.0,0.2977845987693794,0.6141737386131488
057,lateralorbitofrontal,cortex,10,56,0.0,0.0,,
057,lingual,cortex,11,57,154892.0,164835.0,-0.031098405827471563,-0.06221687370125612
057,medialorbitofrontal,cortex,12,58,0.0,0.0,,
057,middletemporal,cortex,13,59,73432.0,0.0,1.0,
057,paracentral,cortex,15,61,0.0,0.0,,
057,parahippocampal,cortex,14,60,39498.0,52032.0,-0.13693870862012456,-0.2756088762115508
057,parsopercularis,cortex,16,62,0.0,0.0,,
057,parsorbitalis,cortex,17,63,0.0,0.0,,
057,parstriangularis,cortex,18,64,0.0,0.0,,
057,pericalcarine,cortex,19,65,49122.0,117766.0,-0.4113177700014381,-0.874392605147194
057,postcentral,cortex,20,66,0.0,0.0,,
057,posteriorcingulate,cortex,21,67,0.0,0.0,,
057,precentral,cortex,22,68,0.0,0.0,,
057,precuneus,cortex,23,69,41134.0,52778.0,-0.12398841468608911,-0.24925940708860547
057,rostralanteriorcingulate,cortex,24,70,0.0,0.0,,
057,rostralmiddlefrontal,cortex,25,71,0.0,0.0,,
057,superiorfrontal,cortex,26,72,0.0,0.0,,
057,superiorparietal,cortex,27,73,21427.0,0.0,1.0,
057,superiortemporal,cortex,28,74,728.0,0.0,1.0,
057,supramarginal,cortex,29,75,0.0,0.0,,
057,transversetemporal,cortex,30,76,0.0,0.0,,
