subject,roi_name,region_type,L_index,R_index,L_strength,R_strength,side_ai,log_ai
054,Accumbens-area,subcortical,39,46,14129.0,19713.0,-0.16500206843567164,-0.3330488938001698
054,Amygdala,subcortical,38,45,34801.0,47815.0,-0.157523966301927,-0.3176932758017538
054,Caudate,subcortical,34,41,281716.0,289663.0,-0.01390845655860646,-0.027818707007867736
054,Cerebellum-Cortex,cerebellum,32,78,180726.0,181058.0,-0.0009176746345885943,-0.001835349784376384
054,Hippocampus,subcortical,37,44,95223.0,110819.0,-0.07569330524844449,-0.15167673050034147
054,Pallidum,subcortical,36,43,150944.0,164341.0,-0.04249171384620264,-0.08503463032852139
054,Putamen,subcortical,35,42,336325.0,367182.0,-0.04386168154687871,-0.08777968356538544
054,Thalamus-Proper,subcortical,33,40,329829.0,315275.0,0.022560703390461075,0.04512906449781003
054,caudalanteriorcingulate,cortex,1,47,134518.0,112354.0,0.0897793188372922,0.18004341806005236
054,caudalmiddlefrontal,cortex,2,48,250804.0,263611.0,-0.02489624136154661,-0.04980277405656314
054,cuneus,cortex,3,49,124282.0,99665.0,0.10992333007363349,0.22073861491454855
054,entorhinal,cortex,4,50,9932.0,16553.0,-0.24999056069473286,-0.5108054866321082
054,fusiform,cortex,5,51,199516.0,216171.0,-0.04006620365804078,-0.08017532753278361
054,inferiorparietal,cortex,6,52,395372.0,402154.0,-0.008503797995300467,-0.017008005974111947
054,inferiortemporal,cortex,7,53,267719.0,248181.0,0.037871680558247724,0.07577960430778227
054,insula,cortex,31,77,155540.0,190971.0,-0.10225072219929526,-0.20521865079138468
054,isthmuscingulate,cortex,8,54,131052.0,103181.0,0.11898835774634658,0.23910946343331638
054,lateraloccipital,cortex,9,55,318713.0,300157.0,0.029983679932780713,0.059985340205237624
054,lateralorbitofrontal,cortex,10,56,162823.0,206467.0,-0.11818354139023532,-0.2374768721043299
054,lingual,cortex,11,57,155240.0,157867.0,-0.008390103063808857,-0.016780599885237987
054,medialorbitofrontal,cortex,12,58,39290.0,46468.0,-0.08370064600387137,-0.16779387008086002
054,middletemporal,cortex,13,59,334086.0,324814.0,0.014071938078615875,0.028145734056187557
054,paracentral,cortex,15,61,154366.0,165621.0,-0.03517330391547156,-0.07037563941783924
054,parahippocampal,cortex,14,60,35322.0,25380.0,0.16378373035484828,0.3305445369879377
054,parsopercularis,cortex,16,62,178430.0,170496.0,0.022738345666416374,0.04548453140552288
054,parsorbitalis,cortex,17,63,32264.0,38225.0,-0.08456638624466228,-0.16953769424405893
054,parstriangularis,cortex,18,64,135167.0,108517.0,0.10936294545394856,0.2196042082407453
054,pericalcarine,cortex,19,65,71451.0,63773.0,0.056779861563036146,0.11368199679394557
054,postcentral,cortex,20,66,229743.0,181973.0,0.11602658142991772,0.23310296844849995
054,posteriorcingulate,cortex,21,67,158530.0,141743.0,0.055905792395586684,0.11192829118269092
054,precentral,cortex,22,68,361899.0,335421.0,0.03797108931337119,0.07597870813575751
054,precuneus,cortex,23,69,341350.0,369642.0,-0.03979229020860994,-0.07962662581075368
054,rostralanteriorcingulate,cortex,24,70,86251.0,82902.0,0.019798643831324306,0.039602462744567864
054,rostralmiddlefrontal,cortex,25,71,259513.0,281566.0,-0.04075744946671373,-0.08156008066775051
054,superiorfrontal,cortex,26,72,739764.0,887424.0,-0.09074550697276529,-0.18199166746612733
054,superiorparietal,cortex,27,73,312707.0,360486.0,-0.07097370293511668,-0.14218647113304184
054,superiortemporal,cortex,28,74,250508.0,181509.0,0.15971362238060077,0.32218561689033537
054,supramarginal,cortex,29,75,295513.0,262824.0,0.05854707819829243,0.11722822246872187
054,transversetemporal,cortex,30,76,23955.0,6477.0,0.5743296529968455,1.3079196301343055
