subject,roi_name,region_type,L_index,R_index,L_strength,R_strength,side_ai,log_ai
052,Accumbens-area,subcortical,39,46,15665.0,19328.0,-0.10467807847283743,-0.21012589734824946
052,Amygdala,subcortical,38,45,16233.0,14954.0,0.0410106775258922,0.08206738475098405
052,Caudate,subcortical,34,41,193733.0,180875.0,0.03432387989578439,0.06867473749677583
052,Cerebellum-Cortex,cerebellum,32,78,232636.0,227298.0,0.011606013036653085,0.023213068373946724
052,Hippocampus,subcortical,37,44,73669.0,103388.0,-0.1678499014441677,-0.3389068146247457
052,Pallidum,subcortical,36,43,163652.0,164229.0,-0.001759784799973161,-0.0035195732331373595
052,Putamen,subcortical,35,42,350246.0,361959.0,-0.01644610751118007,-0.03289518100498918
052,Thalamus-Proper,subcortical,33,40,406384.0,378359.0,0.03571232874966709,0.07145504505454948
052,caudalanteriorcingulate,cortex,1,47,76383.0,92724.0,-0.09663112703791091,-0.1938671804156879
052,caudalmiddlefrontal,cortex,2,48,264570.0,207869.0,0.12001761073916421,0.2411977929713656
052,cuneus,cortex,3,49,132567.0,143665.0,-0.040176373483159084,-0.08039602243976428
052,entorhinal,cortex,4,50,14400.0,11219.0,0.12416565830048011,0.24961943701912734
052,fusiform,cortex,5,51,155708.0,172474.0,-0.05108750632271118,-0.10226404209300269
052,inferiorparietal,cortex,6,52,289860.0,328502.0,-0.06249090338668935,-0.12514487839182228
052,inferiortemporal,cortex,7,53,181456.0,195570.0,-0.03743508405255871,-0.07490517153158294
052,insula,cortex,31,77,149148.0,160614.0,-0.03701551513742809,-0.0740648692628043
052,isthmuscingulate,cortex,8,54,157115.0,128994.0,0.09828771552100773,0.19721212963714285
052,lateraloccipital,cortex,9,55,295984.0,312134.0,-0.026557345778286452,-0.05312718397671672
052,lateralorbitofrontal,cortex,10,56,150169.0,138198.0,0.041513071884092145,0.08307388710152962
052,lingual,cortex,11,57,153730.0,171294.0,-0.05403908634439303,-0.10818356152242983
052,medialorbitofrontal,cortex,12,58,76136.0,85284.0,-0.05667203568331062,-0.11346564886271618
052,middletemporal,cortex,13,59,277151.0,271724.0,0.009887497153268048,0.019775638762624604
052,paracentral,cortex,15,61,151784.0,139442.0,0.042379457878074074,0.08480971336629589
052,parahippocampal,cortex,14,60,45598.0,38430.0,0.08530489836721093,0.1710254513326025
052,parsopercularis,cortex,16,62,170822.0,159442.0,0.03445728265872151,0.0689418589508187
052,parsorbitalis,cortex,17,63,70029.0,88383.0,-0.1158624346640406,-0.23277020148678235
052,parstriangularis,cortex,18,64,108725.0,100787.0,0.03788804459887739,0.07581237941752246
052,pericalcarine,cortex,19,65,62598.0,66525.0,-0.030412862154689715,-0.060844488149865567
052,postcentral,cortex,20,66,315906.0,280481.0,0.05939934975108445,0.11893871449682593
052,posteriorcingulate,cortex,21,67,185042.0,227157.0,-0.10217152394838415,-0.2050585820329594
052,precentral,cortex,22,68,497853.0,477170.0,0.02121283292804375,0.0424320312023391
052,precuneus,cortex,23,69,247371.0,277732.0,-0.05781913262731312,-0.11576738592978175
052,rostralanteriorcingulate,cortex,24,70,50991.0,55809.0,-0.045112359550561795,-0.09028600014063619
052,rostralmiddlefrontal,cortex,25,71,278894.0,375216.0,-0.1472565776398465,-0.2966700788311788
052,superiorfrontal,cortex,26,72,791022.0,858141.0,-0.040698827223264164,-0.0814426413747198
052,superiorparietal,cortex,27,73,351185.0,420384.0,-0.08968608121891886,-0.1798554291444145
052,superiortemporal,cortex,28,74,283678.0,289649.0,-0.010414649929272475,-0.020830052990430788
052,supramarginal,cortex,29,75,251144.0,201151.0,0.11053184315546269,0.22197061000735888
052,transversetemporal,cortex,30,76,31247.0,17760.0,0.2752055828759157,0.5649746340100915
