subject,roi_name,region_type,L_index,R_index,L_strength,R_strength,side_ai,log_ai
045,Accumbens-area,subcortical,39,46,19835.0,30606.0,-0.21353660712515612,-0.43374801420255105
045,Amygdala,subcortical,38,45,9534.0,23422.0,-0.421410365335599,-0.8988113948373115
045,Caudate,subcortical,34,41,182327.0,180691.0,0.004506663581420205,0.009013388183858858
045,Cerebellum-Cortex,cerebellum,32,78,320215.0,319415.0,0.0012507230742773165,0.002501447452900188
045,Hippocampus,subcortical,37,44,86146.0,93852.0,-0.042811586795408835,-0.08567554215569692
045,Pallidum,subcortical,36,43,180502.0,136889.0,0.13741095368173642,0.2765714795987312
045,Putamen,subcortical,35,42,295780.0,328818.0,-0.05289482194947791,-0.10588847147052248
045,Thalamus-Proper,subcortical,33,40,338412.0,384953.0,-0.06433957960365791,-0.12885716081734036
045,caudalanteriorcingulate,cortex,1,47,86918.0,44483.0,0.322942747772087,0.6698580517483333
045,caudalmiddlefrontal,cortex,2,48,215396.0,279520.0,-0.12956542120278997,-0.26059565193802037
045,cuneus,cortex,3,49,146809.0,142098.0,0.016306285413645222,0.032615461794418515
045,entorhinal,cortex,4,50,8100.0,11240.0,-0.1623578076525336,-0.327614782787152
045,fusiform,cortex,5,51,177513.0,165064.0,0.036339275549730425,0.07271056818728489
045,inferiorparietal,cortex,6,52,367425.0,392736.0,-0.03329689368436423,-0.06661841422234957
045,inferiortemporal,cortex,7,53,189432.0,183042.0,0.017155559851157395,0.034314486369046014
045,insula,cortex,31,77,163257.0,104418.0,0.21981507425049032,0.44692357187707765
045,isthmuscingulate,cortex,8,54,68154.0,64499.0,0.027553089639887528,0.05512013067176808
045,lateraloccipital,cortex,9,55,270100.0,281630.0,-0.020897902959781053,-0.04180189190187322
045,lateralorbitofrontal,cortex,10,56,157996.0,159467.0,-0.004633610845988351,-0.009267288016327192
045,lingual,cortex,11,57,199868.0,165583.0,0.09381558676813034,0.18818456897541985
045,medialorbitofrontal,cortex,12,58,106121.0,86075.0,0.10429977731066203,0.2093609432949363
045,middletemporal,cortex,13,59,232621.0,227157.0,0.01188399618946535,0.02376911138658138
045,paracentral,cortex,15,61,181253.0,174851.0,0.01797789409835329,0.03595966264103808
045,parahippocampal,cortex,14,60,50144.0,33557.0,0.19816967539216976,0.40165338070381207
045,parsopercularis,cortex,16,62,170323.0,179832.0,-0.027156544958661166,-0.05432644739677722
045,parsorbitalis,cortex,17,63,68543.0,86515.0,-0.11590501618749113,-0.23285652375875202
045,parstriangularis,cortex,18,64,117731.0,144046.0,-0.10052449222047774,-0.20173033194317858
045,pericalcarine,cortex,19,65,81215.0,68009.0,0.08849782876749049,0.17745990981195367
045,postcentral,cortex,20,66,312607.0,300003.0,0.02057426421377385,0.04115433596475211
045,posteriorcingulate,cortex,21,67,73197.0,96269.0,-0.13614530348270448,-0.27399191976310966
045,precentral,cortex,22,68,516296.0,475635.0,0.040991762531869654,0.08202949105985202
045,precuneus,cortex,23,69,279140.0,288145.0,-0.01587385529319478,-0.031750377578055294
045,rostralanteriorcingulate,cortex,24,70,72097.0,69687.0,0.016997686621903742,0.03399864780786391
045,rostralmiddlefrontal,cortex,25,71,311100.0,278799.0,0.05475683125416385,0.10962331182422892
045,superiorfrontal,cortex,26,72,791362.0,903871.0,-0.06636786801578308,-0.1329311394700034
045,superiorparietal,cortex,27,73,374554.0,400573.0,-0.03356740250307369,-0.06716003723975056
045,superiortemporal,cortex,28,74,230916.0,232296.0,-0.002979197430118391,-0.005958412488474902
045,supramarginal,cortex,29,75,268424.0,222319.0,0.09394937879908628,0.1884545324745881
045,transversetemporal,cortex,30,76,30800.0,20302.0,0.205432272709483,0.41679528661728943
