raw_dimension_x,raw_dimension_y,raw_dimension_z,raw_voxel_size_x,raw_voxel_size_y,raw_voxel_size_z,raw_max_b,raw_neighbor_corr,raw_masked_neighbor_corr,raw_dwi_contrast,raw_num_bad_slices,raw_num_directions,raw_coherence_index,t1_dimension_x,t1_dimension_y,t1_dimension_z,t1_voxel_size_x,t1_voxel_size_y,t1_voxel_size_z,t1_max_b,t1_neighbor_corr,t1_masked_neighbor_corr,t1_dwi_contrast,t1_num_bad_slices,t1_num_directions,t1_coherence_index,t1post_dimension_x,t1post_dimension_y,t1post_dimension_z,t1post_voxel_size_x,t1post_voxel_size_y,t1post_voxel_size_z,t1post_max_b,t1post_neighbor_corr,t1post_masked_neighbor_corr,t1post_dwi_contrast,t1post_num_bad_slices,t1post_num_directions,t1post_coherence_index,mean_fd,max_fd,max_rotation,max_translation,max_rel_rotation,max_rel_translation,t1_dice_distance,CNR0_mean,CNR1_mean,CNR0_median,CNR1_median,CNR0_standard_deviation,CNR1_standard_deviation,file_name,subject_id,session_id,task_id,dir_id,acq_id,space_id,rec_id,run_id
256.0,256.0,84.0,1.0,1.0,2.0,1000.0,0.957224,0.811634,1.15748,0.0,50.0,3744.49,80.0,98.0,85.0,2.0,2.0,2.0,1000.0,0.958673,0.83551,1.157522,0.0,50.0,3872.91,80.0,98.0,85.0,2.0,2.0,2.0,1000.0,0.953009,0.81946,1.180909,0.0,50.0,3205.14,0.05344450552015379,0.8174268539970002,0.00544701051,0.4955543198,0.0039145255869,0.1880859,0.027819456821617804,36.506577,0.76025707,25.543024,0.596833,61.902992,0.4645123,sub-012_ses-1_acq-50dirax,sub-012,ses-1,,,acq-50dirax,,,
