subject,fs_default_index,name,side,region_type,strength
051,1,L.caudalanteriorcingulate,L,cortex,81741.0
051,2,L.caudalmiddlefrontal,L,cortex,255844.0
051,3,L.cuneus,L,cortex,135954.0
051,4,L.entorhinal,L,cortex,9209.0
051,5,L.fusiform,L,cortex,158132.0
051,6,L.inferiorparietal,L,cortex,338693.0
051,7,L.inferiortemporal,L,cortex,212780.0
051,8,L.isthmuscingulate,L,cortex,137811.0
051,9,L.lateraloccipital,L,cortex,303000.0
051,10,L.lateralorbitofrontal,L,cortex,192832.0
051,11,L.lingual,L,cortex,142563.0
051,12,L.medialorbitofrontal,L,cortex,94936.0
051,13,L.middletemporal,L,cortex,351254.0
051,14,L.parahippocampal,L,cortex,44591.0
051,15,L.paracentral,L,cortex,135163.0
051,16,L.parsopercularis,L,cortex,167990.0
051,17,L.parsorbitalis,L,cortex,78257.0
051,18,L.parstriangularis,L,cortex,101217.0
051,19,L.pericalcarine,L,cortex,59520.0
051,20,L.postcentral,L,cortex,320268.0
051,21,L.posteriorcingulate,L,cortex,129527.0
051,22,L.precentral,L,cortex,583620.0
051,23,L.precuneus,L,cortex,269460.0
051,24,L.rostralanteriorcingulate,L,cortex,69640.0
051,25,L.rostralmiddlefrontal,L,cortex,247447.0
051,26,L.superiorfrontal,L,cortex,790437.0
051,27,L.superiorparietal,L,cortex,373662.0
051,28,L.superiortemporal,L,cortex,270990.0
051,29,L.supramarginal,L,cortex,326946.0
051,30,L.transversetemporal,L,cortex,38183.0
051,31,L.insula,L,cortex,166267.0
051,32,L.Cerebellum-Cortex,L,cerebellum,172424.0
051,33,L.Thalamus-Proper,L,subcortical,387132.0
051,34,L.Caudate,L,subcortical,171609.0
051,35,L.Putamen,L,subcortical,389542.0
051,36,L.Pallidum,L,subcortical,182490.0
051,37,L.Hippocampus,L,subcortical,56737.0
051,38,L.Amygdala,L,subcortical,29029.0
051,39,L.Accumbens-area,L,subcortical,13811.0
051,40,R.Thalamus-Proper,R,subcortical,351791.0
051,41,R.Caudate,R,subcortical,201536.0
051,42,R.Putamen,R,subcortical,367936.0
051,43,R.Pallidum,R,subcortical,188048.0
051,44,R.Hippocampus,R,subcortical,69963.0
051,45,R.Amygdala,R,subcortical,29939.0
051,46,R.Accumbens-area,R,subcortical,27451.0
051,47,R.caudalanteriorcingulate,R,cortex,86910.0
051,48,R.caudalmiddlefrontal,R,cortex,242369.0
051,49,R.cuneus,R,cortex,111108.0
051,50,R.entorhinal,R,cortex,9959.0
051,51,R.fusiform,R,cortex,156266.0
051,52,R.inferiorparietal,R,cortex,363524.0
051,53,R.inferiortemporal,R,cortex,242646.0
051,54,R.isthmuscingulate,R,cortex,120995.0
051,55,R.lateraloccipital,R,cortex,328693.0
051,56,R.lateralorbitofrontal,R,cortex,223264.0
051,57,R.lingual,R,cortex,140299.0
051,58,R.medialorbitofrontal,R,cortex,74951.0
051,59,R.middletemporal,R,cortex,302678.0
051,60,R.parahippocampal,R,cortex,36173.0
051,61,R.paracentral,R,cortex,179633.0
051,62,R.parsopercularis,R,cortex,191824.0
051,63,R.parsorbitalis,R,cortex,90680.0
051,64,R.parstriangularis,R,cortex,93812.0
051,65,R.pericalcarine,R,cortex,75674.0
051,66,R.postcentral,R,cortex,262130.0
051,67,R.posteriorcingulate,R,cortex,115179.0
051,68,R.precentral,R,cortex,543970.0
051,69,R.precuneus,R,cortex,289958.0
051,70,R.rostralanteriorcingulate,R,cortex,43164.0
051,71,R.rostralmiddlefrontal,R,cortex,252152.0
051,72,R.superiorfrontal,R,cortex,880923.0
051,73,R.superiorparietal,R,cortex,352162.0
051,74,R.superiortemporal,R,cortex,291790.0
051,75,R.supramarginal,R,cortex,276278.0
051,76,R.transversetemporal,R,cortex,19130.0
051,77,R.insula,R,cortex,184749.0
051,78,R.Cerebellum-Cortex,R,cerebellum,171055.0
