subject,fs_default_index,name,side,region_type,strength
071,1,L.caudalanteriorcingulate,L,cortex,83254.0
071,2,L.caudalmiddlefrontal,L,cortex,132097.0
071,3,L.cuneus,L,cortex,102383.0
071,4,L.entorhinal,L,cortex,21566.0
071,5,L.fusiform,L,cortex,301048.0
071,6,L.inferiorparietal,L,cortex,284344.0
071,7,L.inferiortemporal,L,cortex,272986.0
071,8,L.isthmuscingulate,L,cortex,165186.0
071,9,L.lateraloccipital,L,cortex,403144.0
071,10,L.lateralorbitofrontal,L,cortex,220568.0
071,11,L.lingual,L,cortex,252418.0
071,12,L.medialorbitofrontal,L,cortex,89422.0
071,13,L.middletemporal,L,cortex,291961.0
071,14,L.parahippocampal,L,cortex,53756.0
071,15,L.paracentral,L,cortex,154739.0
071,16,L.parsopercularis,L,cortex,125440.0
071,17,L.parsorbitalis,L,cortex,93182.0
071,18,L.parstriangularis,L,cortex,215517.0
071,19,L.pericalcarine,L,cortex,130444.0
071,20,L.postcentral,L,cortex,282301.0
071,21,L.posteriorcingulate,L,cortex,116251.0
071,22,L.precentral,L,cortex,466565.0
071,23,L.precuneus,L,cortex,311457.0
071,24,L.rostralanteriorcingulate,L,cortex,39161.0
071,25,L.rostralmiddlefrontal,L,cortex,265491.0
071,26,L.superiorfrontal,L,cortex,979604.0
071,27,L.superiorparietal,L,cortex,351024.0
071,28,L.superiortemporal,L,cortex,304768.0
071,29,L.supramarginal,L,cortex,177598.0
071,30,L.transversetemporal,L,cortex,16027.0
071,31,L.insula,L,cortex,162427.0
071,32,L.Cerebellum-Cortex,L,cerebellum,242325.0
071,33,L.Thalamus-Proper,L,subcortical,359570.0
071,34,L.Caudate,L,subcortical,195040.0
071,35,L.Putamen,L,subcortical,413449.0
071,36,L.Pallidum,L,subcortical,185216.0
071,37,L.Hippocampus,L,subcortical,65338.0
071,38,L.Amygdala,L,subcortical,18991.0
071,39,L.Accumbens-area,L,subcortical,9840.0
071,40,R.Thalamus-Proper,R,subcortical,355022.0
071,41,R.Caudate,R,subcortical,171791.0
071,42,R.Putamen,R,subcortical,336084.0
071,43,R.Pallidum,R,subcortical,192677.0
071,44,R.Hippocampus,R,subcortical,70622.0
071,45,R.Amygdala,R,subcortical,24864.0
071,46,R.Accumbens-area,R,subcortical,24877.0
071,47,R.caudalanteriorcingulate,R,cortex,104250.0
071,48,R.caudalmiddlefrontal,R,cortex,115349.0
071,49,R.cuneus,R,cortex,162328.0
071,50,R.entorhinal,R,cortex,32273.0
071,51,R.fusiform,R,cortex,199074.0
071,52,R.inferiorparietal,R,cortex,268256.0
071,53,R.inferiortemporal,R,cortex,287725.0
071,54,R.isthmuscingulate,R,cortex,134821.0
071,55,R.lateraloccipital,R,cortex,327447.0
071,56,R.lateralorbitofrontal,R,cortex,166812.0
071,57,R.lingual,R,cortex,200740.0
071,58,R.medialorbitofrontal,R,cortex,100911.0
071,59,R.middletemporal,R,cortex,309084.0
071,60,R.parahippocampal,R,cortex,40126.0
071,61,R.paracentral,R,cortex,216248.0
071,62,R.parsopercularis,R,cortex,145098.0
071,63,R.parsorbitalis,R,cortex,80339.0
071,64,R.parstriangularis,R,cortex,185609.0
071,65,R.pericalcarine,R,cortex,128557.0
071,66,R.postcentral,R,cortex,254564.0
071,67,R.posteriorcingulate,R,cortex,96075.0
071,68,R.precentral,R,cortex,481502.0
071,69,R.precuneus,R,cortex,295189.0
071,70,R.rostralanteriorcingulate,R,cortex,46068.0
071,71,R.rostralmiddlefrontal,R,cortex,349463.0
071,72,R.superiorfrontal,R,cortex,850452.0
071,73,R.superiorparietal,R,cortex,447765.0
071,74,R.superiortemporal,R,cortex,331301.0
071,75,R.supramarginal,R,cortex,153191.0
071,76,R.transversetemporal,R,cortex,13689.0
071,77,R.insula,R,cortex,131964.0
071,78,R.Cerebellum-Cortex,R,cerebellum,235705.0
