subject,roi_name,region_type,L_index,R_index,L_strength,R_strength,side_ai,log_ai
075,Accumbens-area,subcortical,39,46,15675.0,14716.0,0.031555394689217205,0.0631317492764565
075,Amygdala,subcortical,38,45,24835.0,31936.0,-0.12508146765073716,-0.2514799515697396
075,Caudate,subcortical,34,41,137785.0,156706.0,-0.06424984125151532,-0.12867693911067715
075,Cerebellum-Cortex,cerebellum,32,78,284199.0,283081.0,0.0019708080665632494,0.003941621236328456
075,Hippocampus,subcortical,37,44,59545.0,62439.0,-0.023724422875131164,-0.047457750924264956
075,Pallidum,subcortical,36,43,180360.0,190085.0,-0.0262522101796488,-0.05251648698923851
075,Putamen,subcortical,35,42,320609.0,344366.0,-0.03572615511861348,-0.07148273311865372
075,Thalamus-Proper,subcortical,33,40,335227.0,350780.0,-0.022671780317110465,-0.04535133203993999
075,caudalanteriorcingulate,cortex,1,47,77466.0,60489.0,0.12306186800043492,0.24737760009658835
075,caudalmiddlefrontal,cortex,2,48,218301.0,188156.0,0.07416528685691229,0.14860343841654913
075,cuneus,cortex,3,49,159814.0,185144.0,-0.0734292290655674,-0.1471232616707859
075,entorhinal,cortex,4,50,13555.0,8767.0,0.2144969088791327,0.43576081034418035
075,fusiform,cortex,5,51,131112.0,173746.0,-0.13984871645159386,-0.28154254283564073
075,inferiorparietal,cortex,6,52,447110.0,330124.0,0.15051580347745983,0.3033363078937192
075,inferiortemporal,cortex,7,53,200944.0,181986.0,0.049507742929517144,0.09909650123463026
075,insula,cortex,31,77,138712.0,130669.0,0.02985733960450069,0.05973243313659854
075,isthmuscingulate,cortex,8,54,114849.0,79874.0,0.17961411851707296,0.3631678290305455
075,lateraloccipital,cortex,9,55,407924.0,305566.0,0.14346101557134647,0.28891508798471205
075,lateralorbitofrontal,cortex,10,56,154313.0,121650.0,0.11836007000938531,0.23783493804882702
075,lingual,cortex,11,57,184937.0,206323.0,-0.05465930583243879,-0.10942767544627106
075,medialorbitofrontal,cortex,12,58,91008.0,93481.0,-0.013404593227780518,-0.026810792348114457
075,middletemporal,cortex,13,59,300296.0,296835.0,0.005796048103347507,0.011592226018275672
075,paracentral,cortex,15,61,130059.0,156068.0,-0.09090019466880092,-0.1823036160573331
075,parahippocampal,cortex,14,60,33376.0,31233.0,0.03316875357922271,0.06636185065763649
075,parsopercularis,cortex,16,62,176276.0,171201.0,0.014605283227379078,0.029212643731126173
075,parsorbitalis,cortex,17,63,77939.0,72132.0,0.03869501769162596,0.07742869560088246
075,parstriangularis,cortex,18,64,116413.0,105564.0,0.0488744329367457,0.09782680885142012
075,pericalcarine,cortex,19,65,53334.0,73169.0,-0.15679470052093628,-0.31619780751161936
075,postcentral,cortex,20,66,368517.0,318564.0,0.07270321839783082,0.14566344679548154
075,posteriorcingulate,cortex,21,67,89929.0,100787.0,-0.05693282157763376,-0.11398890896139373
075,precentral,cortex,22,68,520648.0,457192.0,0.06489405219667839,0.12997075566157723
075,precuneus,cortex,23,69,274968.0,274835.0,0.00024190482772920482,0.0004838096648955541
075,rostralanteriorcingulate,cortex,24,70,80746.0,71358.0,0.06172092778625151,0.12359896429895895
075,rostralmiddlefrontal,cortex,25,71,313075.0,324425.0,-0.01780392156862745,-0.03561160617319805
075,superiorfrontal,cortex,26,72,755642.0,823480.0,-0.04295931536638715,-0.08597154369294976
075,superiorparietal,cortex,27,73,370838.0,434668.0,-0.07924211613569607,-0.15881721173567923
075,superiortemporal,cortex,28,74,310889.0,250919.0,0.10674465297752969,0.21430575740065477
075,supramarginal,cortex,29,75,276105.0,236658.0,0.07693027773064749,0.1541651671743718
075,transversetemporal,cortex,30,76,20700.0,14668.0,0.17054964940058812,0.3444654500622438
