subject,roi_name,region_type,L_index,R_index,L_strength,R_strength,side_ai,log_ai
060,Accumbens-area,subcortical,39,46,14453.0,17179.0,-0.08617855336368235,-0.1727857021776035
060,Amygdala,subcortical,38,45,18779.0,15375.0,0.09966621771974,0.19999641053348763
060,Caudate,subcortical,34,41,201134.0,222596.0,-0.0506501781795011,-0.10138711662582399
060,Cerebellum-Cortex,cerebellum,32,78,142710.0,158806.0,-0.05338356836784781,-0.10686873236227662
060,Hippocampus,subcortical,37,44,68879.0,67353.0,0.011201479828527806,0.022403896717577285
060,Pallidum,subcortical,36,43,144809.0,162269.0,-0.05685851803124939,-0.11383981924767252
060,Putamen,subcortical,35,42,284581.0,329615.0,-0.07332187119421162,-0.14690738364676473
060,Thalamus-Proper,subcortical,33,40,373239.0,296763.0,0.11414294285688699,0.22928512467163087
060,caudalanteriorcingulate,cortex,1,47,105440.0,78630.0,0.14565111099038408,0.29338876475077247
060,caudalmiddlefrontal,cortex,2,48,234052.0,210291.0,0.05347445554447803,0.1070510271050502
060,cuneus,cortex,3,49,107026.0,103803.0,0.015287270726512956,0.03057692355041915
060,entorhinal,cortex,4,50,15524.0,14777.0,0.024652651727665755,0.049315295585163024
060,fusiform,cortex,5,51,128532.0,156614.0,-0.09848288245319942,-0.1976062787348629
060,inferiorparietal,cortex,6,52,348551.0,327587.0,0.031005504793400165,0.06203089230526678
060,inferiortemporal,cortex,7,53,170556.0,210117.0,-0.10392384014626727,-0.208600829883278
060,insula,cortex,31,77,143718.0,188883.0,-0.13579333796350582,-0.2732747295506893
060,isthmuscingulate,cortex,8,54,94803.0,66692.0,0.17406730858540512,0.3517160486316734
060,lateraloccipital,cortex,9,55,270223.0,289219.0,-0.033955262565198895,-0.06793664256995095
060,lateralorbitofrontal,cortex,10,56,199469.0,181325.0,0.04764780957683157,0.09536783453522482
060,lingual,cortex,11,57,125319.0,159154.0,-0.11893923149121358,-0.23900980045423587
060,medialorbitofrontal,cortex,12,58,84459.0,75959.0,0.052986572579137005,0.1060724884776438
060,middletemporal,cortex,13,59,246775.0,261761.0,-0.029468906822722483,-0.05895488339653178
060,paracentral,cortex,15,61,206022.0,194967.0,0.027569334819658394,0.05515264573041304
060,parahippocampal,cortex,14,60,37818.0,34706.0,0.0429099332634714,0.08587259709071605
060,parsopercularis,cortex,16,62,148302.0,210711.0,-0.17383493076852372,-0.3512367911470748
060,parsorbitalis,cortex,17,63,61554.0,67955.0,-0.0494251364770016,-0.0989308830736799
060,parstriangularis,cortex,18,64,168798.0,86333.0,0.32322610737229107,0.670490821730319
060,pericalcarine,cortex,19,65,62369.0,71441.0,-0.0677976234960018,-0.13580357717050517
060,postcentral,cortex,20,66,334332.0,270553.0,0.1054398770014135,0.2116664986993359
060,posteriorcingulate,cortex,21,67,107536.0,128090.0,-0.08723146002563384,-0.1749074666154346
060,precentral,cortex,22,68,510252.0,459197.0,0.052663935905859924,0.10542540944653361
060,precuneus,cortex,23,69,272866.0,299318.0,-0.04622988409322875,-0.09252572118621859
060,rostralanteriorcingulate,cortex,24,70,87233.0,60588.0,0.18025179101751443,0.36448584602663303
060,rostralmiddlefrontal,cortex,25,71,269774.0,355661.0,-0.13732362275856005,-0.27639345853540304
060,superiorfrontal,cortex,26,72,875252.0,915294.0,-0.02236301105919647,-0.04473348024787855
060,superiorparietal,cortex,27,73,340399.0,288487.0,0.08254596222526817,0.16546843470026146
060,superiortemporal,cortex,28,74,231465.0,230281.0,0.0025641803069219875,0.005128371853580611
060,supramarginal,cortex,29,75,331063.0,274416.0,0.09355733229393587,0.18766348640272248
060,transversetemporal,cortex,30,76,20194.0,18112.0,0.054351798673837,0.1088108285613568
