subject,roi_name,region_type,L_index,R_index,L_strength,R_strength,side_ai,log_ai
001,Accumbens-area,subcortical,39,46,15933.0,24780.0,-0.21730159899786308,-0.44164444609262454
001,Amygdala,subcortical,38,45,30973.0,26139.0,0.08464070598122986,0.16968740531316928
001,Caudate,subcortical,34,41,146760.0,156487.0,-0.0320761623363133,-0.06417433995021281
001,Cerebellum-Cortex,cerebellum,32,78,235589.0,234853.0,0.0015644861640754864,0.0031289748809965614
001,Hippocampus,subcortical,37,44,93176.0,97595.0,-0.023163898076751708,-0.046336084798223307
001,Pallidum,subcortical,36,43,154068.0,156566.0,-0.008041618110058784,-0.016083582921782434
001,Putamen,subcortical,35,42,290310.0,311736.0,-0.03558864272829651,-0.07120735821213167
001,Thalamus-Proper,subcortical,33,40,303413.0,295513.0,0.013190277262967379,0.026382084611979353
001,caudalanteriorcingulate,cortex,1,47,85666.0,47173.0,0.28977182905622595,0.5966343190762688
001,caudalmiddlefrontal,cortex,2,48,237517.0,189041.0,0.11364456885112927,0.22827527711001425
001,cuneus,cortex,3,49,139982.0,141583.0,-0.00568607603928045,-0.011372274640367936
001,entorhinal,cortex,4,50,20956.0,15799.0,0.14030744116446742,0.2824783546552613
001,fusiform,cortex,5,51,209427.0,155970.0,0.14629840967495628,0.2947115488887575
001,inferiorparietal,cortex,6,52,430910.0,529133.0,-0.10231104231789617,-0.20534056643435708
001,inferiortemporal,cortex,7,53,170410.0,182867.0,-0.035261282223297864,-0.07055181453615848
001,insula,cortex,31,77,108669.0,109406.0,-0.0033795712484237074,-0.006759168230209825
001,isthmuscingulate,cortex,8,54,112462.0,77388.0,0.1847458519884119,0.3737836569906935
001,lateraloccipital,cortex,9,55,283079.0,272141.0,0.01970029898058427,0.03940569629582446
001,lateralorbitofrontal,cortex,10,56,168466.0,157024.0,0.0351531537067191,0.07033528910908622
001,lingual,cortex,11,57,182778.0,168332.0,0.041143801087978125,0.08233408188418356
001,medialorbitofrontal,cortex,12,58,86827.0,79411.0,0.044610738820245674,0.08928073550477143
001,middletemporal,cortex,13,59,293333.0,316325.0,-0.03771294725895502,-0.07546168363546694
001,paracentral,cortex,15,61,92401.0,133734.0,-0.18278019766953368,-0.3697149513522128
001,parahippocampal,cortex,14,60,35683.0,39448.0,-0.050112470218684695,-0.10030896402711292
001,parsopercularis,cortex,16,62,140163.0,131122.0,0.033326575372762964,0.06667784354618762
001,parsorbitalis,cortex,17,63,56359.0,78692.0,-0.165367157592317,-0.3337995546211488
001,parstriangularis,cortex,18,64,149161.0,142464.0,0.022964423489069866,0.04593692328536603
001,pericalcarine,cortex,19,65,57389.0,82537.0,-0.17972356817174792,-0.36339403031982787
001,postcentral,cortex,20,66,325872.0,284975.0,0.06695129877039586,0.1341032091045586
001,posteriorcingulate,cortex,21,67,115117.0,80875.0,0.1747112127025593,0.3530442496547614
001,precentral,cortex,22,68,468334.0,455560.0,0.013826261454236093,0.027654285180117498
001,precuneus,cortex,23,69,293133.0,310991.0,-0.02956015652415729,-0.0591375419147484
001,rostralanteriorcingulate,cortex,24,70,63660.0,55082.0,0.07224065621262907,0.14473343783209
001,rostralmiddlefrontal,cortex,25,71,285716.0,356359.0,-0.1100229723941907,-0.22094033922865344
001,superiorfrontal,cortex,26,72,802359.0,797014.0,0.0033419346206294592,0.006683894124416982
001,superiorparietal,cortex,27,73,377351.0,410306.0,-0.041839277756688505,-0.08372743400048534
001,superiortemporal,cortex,28,74,282510.0,243683.0,0.07378851486051696,0.1478457478911727
001,supramarginal,cortex,29,75,285543.0,269980.0,0.028015041681442532,0.056044748534110705
001,transversetemporal,cortex,30,76,29620.0,19687.0,0.2014521264729146,0.40849128940170254
