subject,roi_name,region_type,L_index,R_index,L_strength,R_strength,side_ai,log_ai
038,Accumbens-area,subcortical,39,46,17628.0,24995.0,-0.17284095441428338,-0.3491872578857931
038,Amygdala,subcortical,38,45,23268.0,26264.0,-0.060486150367439234,-0.12112015415077654
038,Caudate,subcortical,34,41,242273.0,296806.0,-0.10115957030416692,-0.20301353721780988
038,Cerebellum-Cortex,cerebellum,32,78,215785.0,220071.0,-0.009833522998421497,-0.01966767995610727
038,Hippocampus,subcortical,37,44,70364.0,90104.0,-0.1230151805967545,-0.24728279000873632
038,Pallidum,subcortical,36,43,155052.0,166763.0,-0.03639047278716032,-0.07281309824833751
038,Putamen,subcortical,35,42,328285.0,323186.0,0.00782690250218352,0.01565412466891672
038,Thalamus-Proper,subcortical,33,40,407812.0,352354.0,0.0729551176979765,0.1461699318396103
038,caudalanteriorcingulate,cortex,1,47,92549.0,97104.0,-0.02401754783736614,-0.04804433510265329
038,caudalmiddlefrontal,cortex,2,48,182509.0,144193.0,0.11728119203433097,0.23564680689184597
038,cuneus,cortex,3,49,124028.0,141415.0,-0.06550182148333164,-0.13119148330673597
038,entorhinal,cortex,4,50,12763.0,10388.0,0.1025873612370956,0.2058990662000517
038,fusiform,cortex,5,51,170703.0,162858.0,0.0235189365663252,0.04704654886113251
038,inferiorparietal,cortex,6,52,352594.0,412966.0,-0.07885991953602592,-0.15804801174722877
038,inferiortemporal,cortex,7,53,156355.0,201600.0,-0.12639856965260995,-0.25415647327159874
038,insula,cortex,31,77,158965.0,150166.0,0.028463661036906684,0.05694270334405663
038,isthmuscingulate,cortex,8,54,90714.0,77349.0,0.07952375002231306,0.1593840515388368
038,lateraloccipital,cortex,9,55,266947.0,263585.0,0.006337035277796626,0.012674240214857625
038,lateralorbitofrontal,cortex,10,56,176292.0,169900.0,0.01846374266303092,0.03693168249840388
038,lingual,cortex,11,57,151918.0,168604.0,-0.052058829035136436,-0.10421186848495266
038,medialorbitofrontal,cortex,12,58,96225.0,85783.0,0.057371104566832226,0.11486834750539988
038,middletemporal,cortex,13,59,321416.0,290844.0,0.049933034985137036,0.09994919331350043
038,paracentral,cortex,15,61,163225.0,160039.0,0.009855721639279351,0.019712081541075004
038,parahippocampal,cortex,14,60,36631.0,33907.0,0.03861748277524171,0.07727339369952195
038,parsopercularis,cortex,16,62,131158.0,142888.0,-0.04280303306744123,-0.08565840329338287
038,parsorbitalis,cortex,17,63,69823.0,81446.0,-0.07683662878712756,-0.15397675557390125
038,parstriangularis,cortex,18,64,135361.0,172114.0,-0.11953166924140174,-0.24021176442489756
038,pericalcarine,cortex,19,65,59653.0,70973.0,-0.08665962365838348,-0.17375508236846193
038,postcentral,cortex,20,66,308169.0,257132.0,0.0902828758484418,0.18105876207542454
038,posteriorcingulate,cortex,21,67,112252.0,137751.0,-0.10199477606268725,-0.20470136369923048
038,precentral,cortex,22,68,517736.0,473210.0,0.044932821768290096,0.08992619523846715
038,precuneus,cortex,23,69,261582.0,295429.0,-0.06076540678729864,-0.12168072737267631
038,rostralanteriorcingulate,cortex,24,70,89279.0,57674.0,0.2150687634822018,0.43695983247881703
038,rostralmiddlefrontal,cortex,25,71,329606.0,334262.0,-0.0070134424313267095,-0.014027114855997605
038,superiorfrontal,cortex,26,72,752514.0,855445.0,-0.06401344810408723,-0.12820220027548168
038,superiorparietal,cortex,27,73,359798.0,409909.0,-0.06510399411724202,-0.13039242098673165
038,superiortemporal,cortex,28,74,260916.0,255109.0,0.011253330749479191,0.022507611633248593
038,supramarginal,cortex,29,75,282918.0,243689.0,0.0744938825347935,0.14926428085831178
038,transversetemporal,cortex,30,76,23932.0,14527.0,0.244546140045243,0.49920748863703895
