subject,roi_name,region_type,L_index,R_index,L_strength,R_strength,side_ai,log_ai
015,Accumbens-area,subcortical,39,46,10276.0,14841.0,-0.18174941274833778,-0.3675825416660441
015,Amygdala,subcortical,38,45,13708.0,23349.0,-0.2601667701109102,-0.5325745526329984
015,Caudate,subcortical,34,41,157608.0,172423.0,-0.04488972248061546,-0.08983982244725296
015,Cerebellum-Cortex,cerebellum,32,78,188095.0,193258.0,-0.013538637430412243,-0.027078929416479915
015,Hippocampus,subcortical,37,44,56552.0,105924.0,-0.30387257194908784,-0.6275612869574432
015,Pallidum,subcortical,36,43,190432.0,189953.0,0.0012592504962077894,0.0025185023236224124
015,Putamen,subcortical,35,42,329953.0,335128.0,-0.007781007125447878,-0.015562328324874877
015,Thalamus-Proper,subcortical,33,40,311556.0,304197.0,0.011951220700508159,0.023903579507143
015,caudalanteriorcingulate,cortex,1,47,123983.0,107342.0,0.0719377499189452,0.1441244604740377
015,caudalmiddlefrontal,cortex,2,48,238534.0,199120.0,0.09005744263733452,0.1806041997606745
015,cuneus,cortex,3,49,135131.0,134466.0,0.0024666446585088113,0.0049332993223172895
015,entorhinal,cortex,4,50,11626.0,12233.0,-0.02544113332495075,-0.05089324878562045
015,fusiform,cortex,5,51,201290.0,119203.0,0.25612727891092785,0.5239187322131597
015,inferiorparietal,cortex,6,52,449769.0,439959.0,0.011025841605524386,0.022052576877939864
015,inferiortemporal,cortex,7,53,224195.0,220252.0,0.00887169898773082,0.017743863507574995
015,insula,cortex,31,77,140782.0,137346.0,0.012354024046482195,0.02470930520458265
015,isthmuscingulate,cortex,8,54,134788.0,112180.0,0.09154222409380973,0.18359844966391842
015,lateraloccipital,cortex,9,55,293100.0,302964.0,-0.01654855854404896,-0.033100138852643554
015,lateralorbitofrontal,cortex,10,56,171494.0,157468.0,0.04263714349985712,0.08532601755149254
015,lingual,cortex,11,57,158024.0,145464.0,0.04138549135385913,0.0828182869086059
015,medialorbitofrontal,cortex,12,58,93718.0,76733.0,0.09964740599937812,0.19995840968812137
015,middletemporal,cortex,13,59,305658.0,283228.0,0.038088866096324246,0.07621460287158874
015,paracentral,cortex,15,61,202667.0,167084.0,0.09623503384710251,0.19306755806390002
015,parahippocampal,cortex,14,60,46481.0,27811.0,0.25130565875195177,0.5136120010543926
015,parsopercularis,cortex,16,62,149975.0,140244.0,0.03352985159483011,0.06708485080013644
015,parsorbitalis,cortex,17,63,67537.0,76729.0,-0.06371563639388352,-0.1276041375442264
015,parstriangularis,cortex,18,64,85598.0,85850.0,-0.0014698334188791937,-0.002939668954723292
015,pericalcarine,cortex,19,65,81745.0,94285.0,-0.07123785718343464,-0.1427174643515101
015,postcentral,cortex,20,66,373659.0,341055.0,0.04561824729891957,0.09129986219817088
015,posteriorcingulate,cortex,21,67,106874.0,123137.0,-0.07070531409367378,-0.14164698618407812
015,precentral,cortex,22,68,512133.0,542708.0,-0.02898541107143162,-0.05798706513871904
015,precuneus,cortex,23,69,302356.0,290910.0,0.019293200689066963,0.03859119008877394
015,rostralanteriorcingulate,cortex,24,70,79937.0,50476.0,0.2259053928672755,0.45974084864220516
015,rostralmiddlefrontal,cortex,25,71,297261.0,354476.0,-0.0877884790950951,-0.17603010191957028
015,superiorfrontal,cortex,26,72,828282.0,971303.0,-0.07947443438348285,-0.15928479293630007
015,superiorparietal,cortex,27,73,377234.0,386231.0,-0.011784430196538152,-0.023569951508499856
015,superiortemporal,cortex,28,74,289969.0,279367.0,0.018621692638441975,0.037247691103874284
015,supramarginal,cortex,29,75,233879.0,235301.0,-0.003030819728036148,-0.006061658016648346
015,transversetemporal,cortex,30,76,29302.0,20077.0,0.18682030822819418,0.3780808918076799
