subject,fs_default_index,name,side,region_type,strength
023,1,L.caudalanteriorcingulate,L,cortex,112283.0
023,2,L.caudalmiddlefrontal,L,cortex,268418.0
023,3,L.cuneus,L,cortex,105577.0
023,4,L.entorhinal,L,cortex,3234.0
023,5,L.fusiform,L,cortex,119726.0
023,6,L.inferiorparietal,L,cortex,316076.0
023,7,L.inferiortemporal,L,cortex,171506.0
023,8,L.isthmuscingulate,L,cortex,127914.0
023,9,L.lateraloccipital,L,cortex,213243.0
023,10,L.lateralorbitofrontal,L,cortex,118169.0
023,11,L.lingual,L,cortex,68188.0
023,12,L.medialorbitofrontal,L,cortex,62522.0
023,13,L.middletemporal,L,cortex,204720.0
023,14,L.parahippocampal,L,cortex,10212.0
023,15,L.paracentral,L,cortex,172041.0
023,16,L.parsopercularis,L,cortex,142619.0
023,17,L.parsorbitalis,L,cortex,35279.0
023,18,L.parstriangularis,L,cortex,57690.0
023,19,L.pericalcarine,L,cortex,55117.0
023,20,L.postcentral,L,cortex,253702.0
023,21,L.posteriorcingulate,L,cortex,124351.0
023,22,L.precentral,L,cortex,574712.0
023,23,L.precuneus,L,cortex,250036.0
023,24,L.rostralanteriorcingulate,L,cortex,101302.0
023,25,L.rostralmiddlefrontal,L,cortex,381758.0
023,26,L.superiorfrontal,L,cortex,768103.0
023,27,L.superiorparietal,L,cortex,416915.0
023,28,L.superiortemporal,L,cortex,266439.0
023,29,L.supramarginal,L,cortex,260760.0
023,30,L.transversetemporal,L,cortex,32524.0
023,31,L.insula,L,cortex,121704.0
023,32,L.Cerebellum-Cortex,L,cerebellum,286971.0
023,33,L.Thalamus-Proper,L,subcortical,347277.0
023,34,L.Caudate,L,subcortical,237720.0
023,35,L.Putamen,L,subcortical,284433.0
023,36,L.Pallidum,L,subcortical,123502.0
023,37,L.Hippocampus,L,subcortical,140590.0
023,38,L.Amygdala,L,subcortical,16982.0
023,39,L.Accumbens-area,L,subcortical,10813.0
023,40,R.Thalamus-Proper,R,subcortical,351057.0
023,41,R.Caudate,R,subcortical,263037.0
023,42,R.Putamen,R,subcortical,343483.0
023,43,R.Pallidum,R,subcortical,110924.0
023,44,R.Hippocampus,R,subcortical,133090.0
023,45,R.Amygdala,R,subcortical,20890.0
023,46,R.Accumbens-area,R,subcortical,27984.0
023,47,R.caudalanteriorcingulate,R,cortex,84585.0
023,48,R.caudalmiddlefrontal,R,cortex,244199.0
023,49,R.cuneus,R,cortex,89147.0
023,50,R.entorhinal,R,cortex,15806.0
023,51,R.fusiform,R,cortex,149702.0
023,52,R.inferiorparietal,R,cortex,442624.0
023,53,R.inferiortemporal,R,cortex,142817.0
023,54,R.isthmuscingulate,R,cortex,122509.0
023,55,R.lateraloccipital,R,cortex,207300.0
023,56,R.lateralorbitofrontal,R,cortex,111538.0
023,57,R.lingual,R,cortex,78019.0
023,58,R.medialorbitofrontal,R,cortex,76431.0
023,59,R.middletemporal,R,cortex,248447.0
023,60,R.parahippocampal,R,cortex,9392.0
023,61,R.paracentral,R,cortex,236264.0
023,62,R.parsopercularis,R,cortex,164823.0
023,63,R.parsorbitalis,R,cortex,33998.0
023,64,R.parstriangularis,R,cortex,78989.0
023,65,R.pericalcarine,R,cortex,60596.0
023,66,R.postcentral,R,cortex,244244.0
023,67,R.posteriorcingulate,R,cortex,121818.0
023,68,R.precentral,R,cortex,547361.0
023,69,R.precuneus,R,cortex,271705.0
023,70,R.rostralanteriorcingulate,R,cortex,111303.0
023,71,R.rostralmiddlefrontal,R,cortex,406156.0
023,72,R.superiorfrontal,R,cortex,849314.0
023,73,R.superiorparietal,R,cortex,461490.0
023,74,R.superiortemporal,R,cortex,305518.0
023,75,R.supramarginal,R,cortex,231628.0
023,76,R.transversetemporal,R,cortex,27783.0
023,77,R.insula,R,cortex,155355.0
023,78,R.Cerebellum-Cortex,R,cerebellum,310006.0
